frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.23788618,-0.23788618,-0.23788577,-0.23788618,-0.23788618,0.0,4.0233135e-07,0.0,0.0
2,-0.4745418,-0.4745418,-0.4745426,-0.4745418,-0.4745418,0.0,7.748604e-07,0.0,0.0
3,-0.7088023,-0.7088023,-0.7088051,-0.7088023,-0.7088023,0.0,2.8014183e-06,0.0,0.0
4,-0.93963933,-0.93963933,-0.93964475,-0.93963933,-0.93963933,0.0,5.4240227e-06,0.0,0.0
5,-1.166196,-1.166196,-1.166204,-1.166196,-1.166196,0.0,7.987022e-06,0.0,0.0
6,-1.3878057,-1.3878057,-1.3878161,-1.3878057,-1.3878057,0.0,1.0371208e-05,0.0,0.0
7,-1.603991,-1.603991,-1.6039917,-1.603991,-1.603991,0.0,7.1525574e-07,0.0,0.0
8,-1.8144466,-1.8144466,-1.8144598,-1.8144466,-1.8144466,0.0,1.3232231e-05,0.0,0.0
9,-2.0190144,-2.0190144,-2.019015,-2.0190144,-2.0190144,0.0,7.1525574e-07,0.0,0.0
10,-2.2176566,-2.2176566,-2.2176569,-2.2176566,-2.2176566,0.0,2.3841858e-07,0.0,0.0
11,-2.4104266,-2.4104266,-2.4104266,-2.4104266,-2.4104266,0.0,0.0,0.0,0.0
12,-2.5974462,-2.5974462,-2.5974462,-2.5974462,-2.5974462,0.0,0.0,0.0,0.0
13,-2.7788846,-2.7788846,-2.7788844,-2.7788846,-2.7788846,0.0,2.3841858e-07,0.0,0.0
14,-2.9549417,-2.9549417,-2.9549415,-2.9549417,-2.9549417,0.0,2.3841858e-07,0.0,0.0
15,-3.125836,-3.125836,-3.1258357,-3.125836,-3.125836,0.0,2.3841858e-07,0.0,0.0
16,-3.291794,-3.291794,-3.2917938,-3.291794,-3.291794,0.0,2.3841858e-07,0.0,0.0
17,-3.4530456,-3.4530456,-3.4530454,-3.4530456,-3.4530456,0.0,2.3841858e-07,0.0,0.0
18,-3.6098168,-3.6098168,-3.6098166,-3.6098168,-3.6098168,0.0,2.3841858e-07,0.0,0.0
19,-3.7623277,-3.7623277,-3.7623277,-3.7623277,-3.7623277,0.0,0.0,0.0,0.0
20,-3.9107902,-3.9107902,-3.91079,-3.9107902,-3.9107902,0.0,2.3841858e-07,0.0,0.0
21,-4.0554066,-4.0554066,-4.055406,-4.0554066,-4.0554066,0.0,4.7683716e-07,0.0,0.0
22,-4.1963687,-4.1963687,-4.196368,-4.1963687,-4.1963687,0.0,4.7683716e-07,0.0,0.0
23,-4.333858,-4.333858,-4.3338575,-4.333858,-4.333858,0.0,4.7683716e-07,0.0,0.0
24,-4.468036,-4.468036,-4.468045,-4.468036,-4.468036,0.0,9.059906e-06,0.0,0.0
25,-4.599085,-4.599085,-4.5990925,-4.599085,-4.599085,0.0,7.6293945e-06,0.0,0.0
26,-4.7271442,-4.7271442,-4.72715,-4.7271442,-4.7271442,0.0,5.722046e-06,0.0,0.0
27,-4.8523555,-4.8523555,-4.8523602,-4.8523555,-4.8523555,0.0,4.7683716e-06,0.0,0.0
28,-4.974852,-4.974852,-4.9748554,-4.974852,-4.974852,0.0,3.33786e-06,0.0,0.0
29,-5.0947585,-5.0947585,-5.0947604,-5.0947585,-5.0947585,0.0,1.9073486e-06,0.0,0.0
30,-5.2121925,-5.2121925,-5.212193,-5.2121925,-5.2121925,0.0,4.7683716e-07,0.0,0.0
31,-5.327263,-5.327263,-5.3272624,-5.327263,-5.327263,0.0,4.7683716e-07,0.0,0.0
32,-5.4400735,-5.4400735,-5.4400716,-5.4400735,-5.4400735,0.0,1.9073486e-06,0.0,0.0
33,-5.5507207,-5.5507207,-5.5507174,-5.5507207,-5.5507207,0.0,3.33786e-06,0.0,0.0
34,-5.6592956,-5.6592956,-5.6592903,-5.6592956,-5.6592956,0.0,5.2452087e-06,0.0,0.0
35,-5.7658834,-5.7658834,-5.7658763,-5.7658834,-5.7658834,0.0,7.1525574e-06,0.0,0.0
36,-5.870556,-5.870556,-5.870556,-5.870556,-5.870556,0.0,0.0,0.0,0.0
37,-5.9734044,-5.9734044,-5.9734044,-5.9734044,-5.9734044,0.0,0.0,0.0,0.0
38,-6.074494,-6.074494,-6.0744934,-6.074494,-6.074494,0.0,4.7683716e-07,0.0,0.0
39,-6.1738906,-6.1738906,-6.1738906,-6.1738906,-6.1738906,0.0,0.0,0.0,0.0
40,-6.271659,-6.271659,-6.271659,-6.271659,-6.271659,0.0,0.0,0.0,0.0
