frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15872966,-0.15872966,-0.03968201,-0.15872969,-0.15872966,0.0,0.11904765,2.9802322e-08,0.0
2,-0.31745714,-0.31745714,-0.07936653,-0.31745714,-0.31745714,0.0,0.2380906,0.0,0.0
3,-0.47617713,-0.47617713,-0.11903014,-0.47617713,-0.47617713,0.0,0.35714698,0.0,0.0
4,-0.63488686,-0.63488686,-0.12646721,-0.63488686,-0.63488686,0.0,0.50841963,0.0,0.0
5,-0.7935829,-0.7935829,-0.13208608,-0.7935829,-0.7935829,0.0,0.6614968,0.0,0.0
6,-0.95226187,-0.95226187,-0.13208608,-0.95226187,-0.95226187,0.0,0.82017577,0.0,0.0
7,-1.1109203,-1.1109203,,-1.1109203,-1.1109203,0.0,,0.0,0.0
8,-1.2695489,-1.2695489,,-1.2695489,-1.2695489,0.0,,0.0,0.0
9,-1.4281553,-1.4281553,,-1.4281553,-1.4281553,0.0,,0.0,0.0
10,-1.5867308,-1.5867308,,-1.5867308,-1.5867308,0.0,,0.0,0.0
