frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.1587301,-0.15872999,-0.01984076,-0.15872997,-0.15872999,1.1920929e-07,0.13888934,1.3411045e-07,1.1920929e-07
2,-0.31746033,-0.31746033,-0.029763171,-0.31746033,-0.31746033,0.0,0.28769717,0.0,0.0
3,-0.47618786,-0.47618786,-0.03162091,-0.47618783,-0.47618783,0.0,0.44456694,2.9802322e-08,2.9802322e-08
4,-0.63491225,-0.63491225,-0.03301761,-0.63491225,-0.6349122,0.0,0.6018946,0.0,5.9604645e-08
5,-0.79363245,-0.79363245,-0.034413293,-0.7936324,-0.79363245,0.0,0.75921917,5.9604645e-08,0.0
6,-0.9523474,-0.9523474,-0.035809208,-0.9523474,-0.9523474,0.0,0.9165382,0.0,0.0
7,-1.1110561,-1.1110561,-0.03720451,-1.1110561,-1.1110561,0.0,1.0738516,0.0,0.0
8,-1.2697513,-1.2697513,-0.038250998,-1.2697513,-1.2697513,0.0,1.2315003,0.0,0.0
9,-1.4284433,-1.4284433,-0.03844401,-1.4284433,-1.4284433,0.0,1.3899993,0.0,0.0
10,-1.5871259,-1.5871259,-0.03844401,-1.5871259,-1.5871259,0.0,1.5486819,0.0,0.0
