frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15872584,-0.15872584,-0.15872589,-0.15872584,-0.15872584,0.0,4.4703484e-08,0.0,0.0
2,-0.31742632,-0.31742632,-0.31742486,-0.31742632,-0.31742632,0.0,1.4603138e-06,0.0,0.0
3,-0.47607353,-0.47607353,-0.47606966,-0.47607353,-0.47607353,0.0,3.874302e-06,0.0,0.0
4,-0.6346419,-0.6346419,-0.6346295,-0.6346419,-0.6346419,0.0,1.2397766e-05,0.0,0.0
5,-0.7931053,-0.7931053,-0.7930653,-0.7931053,-0.7931053,0.0,3.9994717e-05,0.0,0.0
6,-0.951438,-0.951438,-0.9513122,-0.951438,-0.951438,0.0,0.0001258254,0.0,0.0
7,-1.1096143,-1.1096143,-1.109389,-1.1096143,-1.1096143,0.0,0.00022530556,0.0,0.0
8,-1.267609,-1.267609,-1.148929,-1.267609,-1.267609,0.0,0.11868,0.0,0.0
9,-1.4253969,-1.4253969,-1.1887882,-1.4253969,-1.4253969,0.0,0.23660874,0.0,0.0
10,-1.5829538,-1.5829538,-1.2280145,-1.5829538,-1.5829538,0.0,0.35493934,0.0,0.0
11,,,-1.2380397,,,,,,
12,,,-1.248054,,,,,,
13,,,-1.248054,,,,,,
