frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15872993,-0.15872993,-0.019841336,-0.1587299,-0.15872993,0.0,0.1388886,2.9802322e-08,0.0
2,-0.3174591,-0.3174591,-0.039683014,-0.3174591,-0.3174591,0.0,0.2777761,0.0,0.0
3,-0.47618374,-0.47618374,-0.059527874,-0.47618374,-0.47618374,0.0,0.41665587,0.0,0.0
4,-0.63490254,-0.63490254,-0.066958934,-0.63490254,-0.63490254,0.0,0.5679436,0.0,0.0
5,-0.7936135,-0.7936135,-0.06836071,-0.7936135,-0.7936135,0.0,0.7252528,0.0,0.0
6,-0.95231473,-0.95231473,-0.06975635,-0.95231473,-0.95231473,0.0,0.8825584,0.0,0.0
7,-1.1110042,-1.1110042,-0.07115119,-1.1110042,-1.1110042,0.0,1.0398531,0.0,0.0
8,-1.269674,-1.269674,-0.07254667,-1.269674,-1.269674,0.0,1.1971272,0.0,0.0
9,-1.4283333,-1.4283333,-0.07394294,-1.4283333,-1.4283333,0.0,1.3543904,0.0,0.0
10,-1.586975,-1.586975,-0.07534031,-1.586975,-1.586975,0.0,1.5116347,0.0,0.0
11,,,-0.07534031,,,,,,
