frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15869063,-0.15869063,-0.15869084,-0.15869063,-0.15869063,0.0,2.0861626e-07,0.0,0.0
2,-0.31714404,-0.31714404,-0.31714305,-0.31714404,-0.31714404,0.0,9.834766e-07,0.0,0.0
3,-0.47512823,-0.47512823,-0.47512272,-0.47512823,-0.47512823,0.0,5.5134296e-06,0.0,0.0
4,-0.6324196,-0.6324196,-0.6324241,-0.6324196,-0.6324196,0.0,4.529953e-06,0.0,0.0
5,-0.7888103,-0.7888103,-0.7888103,-0.7888103,-0.7888103,0.0,0.0,0.0,0.0
6,-0.94409215,-0.94409215,-0.9440921,-0.94409215,-0.94409215,0.0,5.9604645e-08,0.0,0.0
7,-1.0980868,-1.0980868,-1.0980866,-1.0980868,-1.0980868,0.0,2.3841858e-07,0.0,0.0
8,-1.2506303,-1.2506303,-1.25063,-1.2506303,-1.2506303,0.0,2.3841858e-07,0.0,0.0
9,-1.4015777,-1.4015777,-1.4015775,-1.4015777,-1.4015777,0.0,2.3841858e-07,0.0,0.0
10,-1.5508041,-1.5508041,-1.5508037,-1.5508041,-1.5508041,0.0,4.7683716e-07,0.0,0.0
