frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.19710258,-0.19710258,-0.19710258,-0.19710258,-0.19710258,0.0,0.0,0.0,0.0
2,-0.38698912,-0.38698912,-0.3869891,-0.38698912,-0.38698912,0.0,2.9802322e-08,0.0,0.0
3,-0.5649943,-0.5649943,-0.5649937,-0.5649943,-0.5649943,0.0,5.9604645e-07,0.0,0.0
4,-0.72947013,-0.72947013,-0.7294691,-0.72947013,-0.72947013,0.0,1.013279e-06,0.0,0.0
5,-0.88074034,-0.88074034,-0.88073945,-0.88074034,-0.88074034,0.0,8.940697e-07,0.0,0.0
6,-1.0200185,-1.0200185,-1.0200179,-1.0200185,-1.0200185,0.0,5.9604645e-07,0.0,0.0
7,-1.1487494,-1.1487494,-1.148749,-1.1487494,-1.1487494,0.0,3.5762787e-07,0.0,0.0
8,-1.2683114,-1.2683114,-1.2683113,-1.2683114,-1.2683114,0.0,1.1920929e-07,0.0,0.0
9,-1.3799157,-1.3799157,-1.3799156,-1.3799157,-1.3799157,0.0,1.1920929e-07,0.0,0.0
10,-1.4845917,-1.4845917,-1.4845917,-1.4845917,-1.4845917,0.0,0.0,0.0,0.0
11,-1.5832034,-1.5832034,-1.5832034,-1.5832034,-1.5832034,0.0,0.0,0.0,0.0
12,-1.6764742,-1.6764742,-1.6764742,-1.6764742,-1.6764742,0.0,0.0,0.0,0.0
13,-1.7650111,-1.7650111,-1.765011,-1.7650111,-1.7650111,0.0,1.1920929e-07,0.0,0.0
14,-1.8493258,-1.8493258,-1.8493258,-1.8493258,-1.8493258,0.0,0.0,0.0,0.0
15,-1.9298528,-1.9298528,-1.9298528,-1.9298528,-1.9298528,0.0,0.0,0.0,0.0
16,-2.0090375,-2.0090375,-2.006963,-2.0090375,-2.0090375,0.0,0.00207448,0.0,0.0
17,-2.0809753,-2.0809753,-2.0809753,-2.0809753,-2.0809753,0.0,0.0,0.0,0.0
18,-2.1524942,-2.1524942,-2.1521654,-2.1524942,-2.1524942,0.0,0.00032877922,0.0,0.0
19,-2.2224834,-2.2224834,-2.2221136,-2.2224834,-2.2224834,0.0,0.00036978722,0.0,0.0
20,-2.2870097,-2.2870097,-2.2870097,-2.2870097,-2.2870097,0.0,0.0,0.0,0.0
21,-2.3512154,-2.3512154,-2.351398,-2.3512154,-2.3512154,0.0,0.00018262863,0.0,0.0
22,-2.414133,-2.414133,-2.4130843,-2.414133,-2.414133,0.0,0.0010488033,0.0,0.0
23,-2.473232,-2.473232,-2.473864,-2.473232,-2.473232,0.0,0.00063204765,0.0,0.0
24,-2.531868,-2.531868,-2.5316317,-2.531868,-2.531868,0.0,0.00023627281,0.0,0.0
25,-2.5892198,-2.5892198,-2.5887508,-2.5892198,-2.5892198,0.0,0.00046896935,0.0,0.0
26,-2.6447692,-2.6447692,-2.6444771,-2.6447692,-2.6447692,0.0,0.00029206276,0.0,0.0
27,-2.6985009,-2.6985009,-2.6974494,-2.6985009,-2.6985009,0.0,0.0010514259,0.0,0.0
28,-2.7507088,-2.7507088,-2.7500443,-2.7507088,-2.7507088,0.0,0.0006644726,0.0,0.0
29,-2.8016884,-2.8016884,-2.8015935,-2.8016884,-2.8016884,0.0,9.4890594e-05,0.0,0.0
30,-2.85158,-2.85158,-2.8517468,-2.85158,-2.85158,0.0,0.000166893,0.0,0.0
31,-2.900408,-2.900408,-2.9005487,-2.900408,-2.900408,0.0,0.00014066696,0.0,0.0
32,-2.9481761,-2.9481761,-2.94821,-2.9481761,-2.9481761,0.0,3.385544e-05,0.0,0.0
33,-2.9949164,-2.9949164,-2.9948928,-2.9949164,-2.9949164,0.0,2.360344e-05,0.0,0.0
34,-3.0406845,-3.0406845,-3.0406594,-3.0406845,-3.0406845,0.0,2.503395e-05,0.0,0.0
35,-3.0855362,-3.0855362,-3.0855281,-3.0855362,-3.0855362,0.0,8.106232e-06,0.0,0.0
36,-3.129519,-3.129519,-3.1295204,-3.129519,-3.129519,0.0,1.4305115e-06,0.0,0.0
37,-3.1726713,-3.1726713,-3.1726735,-3.1726713,-3.1726713,0.0,2.1457672e-06,0.0,0.0
38,-3.2150285,-3.2150285,-3.2150283,-3.2150285,-3.2150285,0.0,2.3841858e-07,0.0,0.0
39,-3.2566245,-3.2566245,-3.256623,-3.2566245,-3.2566245,0.0,1.4305115e-06,0.0,0.0
40,-3.297491,-3.297491,-3.2974896,-3.297491,-3.297491,0.0,1.4305115e-06,0.0,0.0
41,-3.337659,-3.337659,-3.337658,-3.337659,-3.337659,0.0,9.536743e-07,0.0,0.0
42,-3.3771563,-3.3771563,-3.3771553,-3.3771563,-3.3771563,0.0,9.536743e-07,0.0,0.0
43,-3.4160094,-3.4160094,-3.4160087,-3.4160094,-3.4160094,0.0,7.1525574e-07,0.0,0.0
44,-3.4542434,-3.4542434,-3.4542427,-3.4542434,-3.4542434,0.0,7.1525574e-07,0.0,0.0
