frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15872978,-0.15872978,-0.039682876,-0.15872976,-0.15872978,0.0,0.1190469,1.4901161e-08,0.0
2,-0.3174579,-0.3174579,-0.07936859,-0.3174579,-0.3174579,0.0,0.23808932,0.0,0.0
3,-0.47617972,-0.47617972,-0.089292005,-0.47617972,-0.47617972,0.0,0.38688773,0.0,0.0
4,-0.634893,-0.634893,-0.099194266,-0.634893,-0.634893,0.0,0.5356987,0.0,0.0
5,-0.7935949,-0.7935949,-0.10666345,-0.7935949,-0.7935949,0.0,0.68693143,0.0,0.0
6,-0.95228255,-0.95228255,-0.10666345,-0.95228255,-0.9522826,0.0,0.8456191,0.0,5.9604645e-08
7,-1.1109532,-1.1109532,,-1.1109532,-1.1109532,0.0,,0.0,0.0
8,-1.2695979,-1.2695979,,-1.2695979,-1.2695979,0.0,,0.0,0.0
9,-1.428225,-1.428225,,-1.428225,-1.428225,0.0,,0.0,0.0
10,-1.5868266,-1.5868266,,-1.5868266,-1.5868266,0.0,,0.0,0.0
