frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15872918,-0.15872918,-0.15872228,-0.1587292,-0.15872918,0.0,6.8992376e-06,1.4901161e-08,0.0
2,-0.31745324,-0.31745324,-0.19839641,-0.31745324,-0.31745324,0.0,0.11905682,0.0,0.0
3,-0.47616398,-0.47616398,-0.21826757,-0.47616398,-0.47616398,0.0,0.25789642,0.0,0.0
4,-0.63485575,-0.63485575,-0.23814498,-0.63485575,-0.63485575,0.0,0.39671075,0.0,0.0
5,-0.79352224,-0.79352224,-0.24307539,-0.79352224,-0.79352224,0.0,0.55044687,0.0,0.0
6,-0.95215714,-0.95215714,-0.2467834,-0.95215714,-0.95215714,0.0,0.70537376,0.0,0.0
7,-1.1107541,-1.1107541,-0.25050175,-1.1107541,-1.1107541,0.0,0.8602524,0.0,0.0
8,-1.2693071,-1.2693071,-0.25609976,-1.2693071,-1.2693071,0.0,1.0132074,0.0,0.0
9,-1.427803,-1.427803,-0.25609976,-1.427803,-1.427803,0.0,1.1717033,0.0,0.0
10,-1.5862479,-1.5862479,,-1.5862479,-1.5862479,0.0,,0.0,0.0
