frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15872982,-0.15873009,,-0.15873058,-0.15873009,2.682209e-07,,7.599592e-07,2.682209e-07
2,-0.31746113,-0.31746113,,-0.31746113,-0.3174611,0.0,,0.0,2.9802322e-08
3,-0.4761906,-0.47619063,,-0.47619063,-0.4761905,2.9802322e-08,,2.9802322e-08,8.940697e-08
4,-0.6349187,-0.6349187,,-0.63491875,-0.6349187,0.0,,5.9604645e-08,0.0
5,-0.793645,-0.79364496,,-0.7936451,-0.7936451,5.9604645e-08,,5.9604645e-08,5.9604645e-08
6,-0.95236933,-0.9523692,,-0.9523693,-0.9523694,1.1920929e-07,,5.9604645e-08,5.9604645e-08
7,-1.1110907,-1.1110908,,-1.1110908,-1.1110907,1.1920929e-07,,1.1920929e-07,0.0
8,-1.2698029,-1.2698029,,-1.2698029,-1.2698029,0.0,,0.0,0.0
9,-1.4285169,-1.4285169,,-1.4285169,-1.4285169,0.0,,0.0,0.0
10,-1.5872267,-1.5872267,,-1.5872267,-1.5872267,0.0,,0.0,0.0
