frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15872954,-0.15872955,-0.079367325,-0.15872954,-0.15872955,1.4901161e-08,0.07936221,0.0,1.4901161e-08
2,-0.3174561,-0.3174561,-0.11905052,-0.31745613,-0.3174561,0.0,0.19840558,2.9802322e-08,0.0
3,-0.47617364,-0.47617364,-0.13890402,-0.47617364,-0.47617364,0.0,0.3372696,0.0,0.0
4,-0.63487864,-0.63487864,-0.14882718,-0.63487864,-0.63487864,0.0,0.48605144,0.0,0.0
5,-0.7935669,-0.7935669,-0.15869482,-0.7935669,-0.7935669,0.0,0.6348721,0.0,0.0
6,-0.9522342,-0.9522342,-0.16618687,-0.9522342,-0.9522342,0.0,0.78604734,0.0,0.0
7,-1.1108764,-1.1108764,-0.16618687,-1.1108764,-1.1108764,0.0,0.9446896,0.0,0.0
8,-1.2694894,-1.2694894,,-1.2694894,-1.2694894,0.0,,0.0,0.0
9,-1.4280622,-1.4280622,,-1.4280622,-1.4280622,0.0,,0.0,0.0
10,-1.5866032,-1.5866032,,-1.5866032,-1.5866032,0.0,,0.0,0.0
