frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15792763,-0.15792763,-0.15792763,-0.15792763,-0.15792763,0.0,0.0,0.0,0.0
2,-0.31135082,-0.31135082,-0.3113508,-0.31135082,-0.31135082,0.0,2.9802322e-08,0.0,0.0
3,-0.45705038,-0.45705038,-0.45705026,-0.45705038,-0.45705038,0.0,1.1920929e-07,0.0,0.0
4,-0.5934959,-0.5934959,-0.59349567,-0.5934959,-0.5934959,0.0,2.3841858e-07,0.0,0.0
5,-0.7204663,-0.7204663,-0.720466,-0.7204663,-0.7204663,0.0,2.9802322e-07,0.0,0.0
6,-0.83847743,-0.83847743,-0.83847725,-0.83847743,-0.83847743,0.0,1.7881393e-07,0.0,0.0
7,-0.94835144,-0.94835144,-0.94835126,-0.94835144,-0.94835144,0.0,1.7881393e-07,0.0,0.0
8,-1.0509737,-1.0509737,-1.0509735,-1.0509737,-1.0509737,0.0,1.1920929e-07,0.0,0.0
9,-1.1471812,-1.1471812,-1.1471812,-1.1471812,-1.1471812,0.0,0.0,0.0,0.0
10,-1.2377211,-1.2377211,-1.237721,-1.2377211,-1.2377211,0.0,1.1920929e-07,0.0,0.0
