frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15872847,-0.15872847,-0.15872703,-0.15872847,-0.15872847,0.0,1.4305115e-06,0.0,0.0
2,-0.31744745,-0.31744745,-0.31742147,-0.31744745,-0.31744745,0.0,2.5987625e-05,0.0,0.0
3,-0.47614446,-0.47614446,-0.3570845,-0.47614446,-0.47614446,0.0,0.11905995,0.0,0.0
4,-0.6348096,-0.6348096,-0.39674473,-0.6348096,-0.6348096,0.0,0.23806489,0.0,0.0
5,-0.7934323,-0.7934323,-0.41655433,-0.7934323,-0.7934323,0.0,0.37687796,0.0,0.0
6,-0.95200187,-0.95200187,-0.43637347,-0.95200187,-0.95200187,0.0,0.5156284,0.0,0.0
7,-1.110508,-1.110508,-0.44138387,-1.110508,-1.110508,0.0,0.6691241,0.0,0.0
8,-1.2689399,-1.2689399,-0.44640756,-1.2689399,-1.2689399,0.0,0.8225323,0.0,0.0
9,-1.4272875,-1.4272875,-0.44829518,-1.4272875,-1.4272875,0.0,0.9789923,0.0,0.0
10,-1.585533,-1.585533,-0.44829518,-1.585533,-1.585533,0.0,1.1372378,0.0,0.0
