frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15872791,-0.15872791,-0.15872754,-0.15872791,-0.15872791,0.0,3.7252903e-07,0.0,0.0
2,-0.31744298,-0.31744298,-0.31742907,-0.31744298,-0.31744298,0.0,1.3917685e-05,0.0,0.0
3,-0.47612944,-0.47612944,-0.47606096,-0.47612944,-0.47612944,0.0,6.848574e-05,0.0,0.0
4,-0.6347741,-0.6347741,-0.5156669,-0.6347741,-0.6347741,0.0,0.11910719,0.0,0.0
5,-0.793363,-0.793363,-0.5553225,-0.793363,-0.793363,0.0,0.23804045,0.0,0.0
6,-0.95188224,-0.95188224,-0.5751848,-0.95188224,-0.95188224,0.0,0.37669742,0.0,0.0
7,-1.1103182,-1.1103182,-0.59520566,-1.1103182,-1.1103182,0.0,0.5151125,0.0,0.0
8,-1.2686572,-1.2686572,-0.59520566,-1.2686572,-1.2686572,0.0,0.67345154,0.0,0.0
9,-1.4268856,-1.4268856,,-1.4268856,-1.4268856,0.0,,0.0,0.0
10,-1.5849831,-1.5849831,,-1.5849831,-1.5849831,0.0,,0.0,0.0
