frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15872976,-0.15872975,-0.039682828,-0.15872975,-0.15872975,1.4901161e-08,0.119046934,1.4901161e-08,1.4901161e-08
2,-0.31745782,-0.31745782,-0.07936759,-0.31745782,-0.31745782,0.0,0.23809023,0.0,0.0
3,-0.47617942,-0.47617942,-0.08929009,-0.47617942,-0.47617942,0.0,0.38688934,0.0,0.0
4,-0.63489234,-0.63489234,-0.09921676,-0.63489234,-0.6348923,0.0,0.5356756,0.0,5.9604645e-08
5,-0.7935936,-0.7935936,-0.10168987,-0.7935936,-0.7935936,0.0,0.6919037,0.0,0.0
6,-0.9522803,-0.9522803,-0.10416288,-0.9522803,-0.9522803,0.0,0.8481174,0.0,0.0
7,-1.1109495,-1.1109495,-0.10664844,-1.1109496,-1.1109495,0.0,1.0043011,1.1920929e-07,0.0
8,-1.2695925,-1.2695925,-0.10913212,-1.2695925,-1.2695925,0.0,1.1604604,0.0,0.0
9,-1.4282173,-1.4282173,-0.11161549,-1.4282173,-1.4282173,0.0,1.3166018,0.0,0.0
10,-1.586816,-1.586816,-0.1140986,-1.586816,-1.586816,0.0,1.4727174,0.0,0.0
11,,,-0.1140986,,,,,,
