frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15873006,-0.15873025,,-0.15873009,-0.15873009,1.937151e-07,,2.9802322e-08,2.9802322e-08
2,-0.31746128,-0.3174612,,-0.3174612,-0.31746128,8.940697e-08,,8.940697e-08,0.0
3,-0.47619087,-0.47619087,,-0.47619092,-0.47619092,0.0,,5.9604645e-08,5.9604645e-08
4,-0.63491946,-0.63491946,,-0.63491946,-0.6349195,0.0,,0.0,5.9604645e-08
5,-0.7936465,-0.79364645,,-0.79364645,-0.79364645,5.9604645e-08,,5.9604645e-08,5.9604645e-08
6,-0.95237166,-0.9523718,,-0.9523716,-0.95237166,1.1920929e-07,,5.9604645e-08,0.0
7,-1.1110947,-1.1110944,,-1.111095,-1.1110946,3.5762787e-07,,2.3841858e-07,1.1920929e-07
8,-1.2698089,-1.2698089,,-1.2698089,-1.2698089,0.0,,0.0,0.0
9,-1.4285253,-1.4285253,,-1.4285253,-1.4285253,0.0,,0.0,0.0
10,-1.5872383,-1.5872383,,-1.5872383,-1.5872383,0.0,,0.0,0.0
