frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.16126533,-0.16126533,-0.16126533,-0.16126533,-0.16126533,0.0,0.0,0.0,0.0
2,-0.2683601,-0.2683601,-0.2683601,-0.2683601,-0.2683601,0.0,0.0,0.0,0.0
3,-0.34694225,-0.34694225,-0.34694225,-0.34694225,-0.34694225,0.0,0.0,0.0,0.0
4,-0.4100302,-0.4100302,-0.4100302,-0.4100302,-0.4100302,0.0,0.0,0.0,0.0
5,-0.46338737,-0.46338737,-0.46338737,-0.46338737,-0.46338737,0.0,0.0,0.0,0.0
6,-0.51004845,-0.51004845,-0.51004845,-0.51004845,-0.51004845,0.0,0.0,0.0,0.0
7,-0.5518074,-0.5518074,-0.5518074,-0.5518074,-0.5518074,0.0,0.0,0.0,0.0
8,-0.5898188,-0.5898188,-0.5898188,-0.5898188,-0.5898188,0.0,0.0,0.0,0.0
9,-0.62486696,-0.62486696,-0.62486696,-0.62486696,-0.62486696,0.0,0.0,0.0,0.0
10,-0.6575151,-0.6575151,-0.6575151,-0.6575151,-0.6575151,0.0,0.0,0.0,0.0
11,-0.68817806,-0.68817806,-0.68817806,-0.68817806,-0.68817806,0.0,0.0,0.0,0.0
12,-0.717172,-0.717172,-0.71717197,-0.717172,-0.717172,0.0,5.9604645e-08,0.0,0.0
13,-0.7447434,-0.7447434,-0.7447434,-0.7447434,-0.7447434,0.0,0.0,0.0,0.0
14,-0.7711662,-0.7711662,-0.7711662,-0.7711662,-0.7711662,0.0,0.0,0.0,0.0
15,-0.796437,-0.796437,-0.796437,-0.796437,-0.796437,0.0,0.0,0.0,0.0
16,-0.82075953,-0.82075953,-0.82075953,-0.82075953,-0.82075953,0.0,0.0,0.0,0.0
17,-0.8442628,-0.8442628,-0.8442628,-0.8442628,-0.8442628,0.0,0.0,0.0,0.0
18,-0.8670348,-0.8670348,-0.8670348,-0.8670348,-0.8670348,0.0,0.0,0.0,0.0
19,-0.8891516,-0.8891516,-0.8891516,-0.8891516,-0.8891516,0.0,0.0,0.0,0.0
20,-0.91068006,-0.91068006,-0.91068006,-0.91068006,-0.91068006,0.0,0.0,0.0,0.0
21,-0.93167835,-0.93167835,-0.93167835,-0.93167835,-0.93167835,0.0,0.0,0.0,0.0
22,-0.9521974,-0.9521974,-0.9521974,-0.9521974,-0.9521974,0.0,0.0,0.0,0.0
23,-0.97228193,-0.97228193,-0.97228193,-0.97228193,-0.97228193,0.0,0.0,0.0,0.0
24,-0.9919717,-0.9919717,-0.9919717,-0.9919717,-0.9919717,0.0,0.0,0.0,0.0
25,-1.011302,-1.011302,-1.011302,-1.011302,-1.011302,0.0,0.0,0.0,0.0
26,-1.0303046,-1.0303046,-1.0303046,-1.0303046,-1.0303046,0.0,0.0,0.0,0.0
27,-1.0490081,-1.0490081,-1.0490081,-1.0490081,-1.0490081,0.0,0.0,0.0,0.0
28,-1.0674384,-1.0674384,-1.0674384,-1.0674384,-1.0674384,0.0,0.0,0.0,0.0
29,-1.0856189,-1.0856189,-1.0856189,-1.0856189,-1.0856189,0.0,0.0,0.0,0.0
30,-1.1035709,-1.1035709,-1.1035709,-1.1035709,-1.1035709,0.0,0.0,0.0,0.0
31,-1.1213144,-1.1213144,-1.1213144,-1.1213144,-1.1213144,0.0,0.0,0.0,0.0
32,-1.1388673,-1.1388673,-1.1388673,-1.1388673,-1.1388673,0.0,0.0,0.0,0.0
33,-1.1562461,-1.1562461,-1.1562461,-1.1562461,-1.1562461,0.0,0.0,0.0,0.0
34,-1.1734664,-1.1734664,-1.1734664,-1.1734664,-1.1734664,0.0,0.0,0.0,0.0
35,-1.1905425,-1.1905425,-1.1905425,-1.1905425,-1.1905425,0.0,0.0,0.0,0.0
