frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15872915,-0.15872915,-0.15872408,-0.15872915,-0.15872915,0.0,5.066395e-06,0.0,0.0
2,-0.31745294,-0.31745294,-0.19842573,-0.31745294,-0.31745294,0.0,0.11902721,0.0,0.0
3,-0.47616303,-0.476163,-0.23814765,-0.47616303,-0.47616303,2.9802322e-08,0.23801538,0.0,0.0
4,-0.6348535,-0.6348535,-0.24797201,-0.6348535,-0.6348535,0.0,0.38688147,0.0,0.0
5,-0.7935178,-0.7935178,-0.25542942,-0.7935178,-0.7935178,0.0,0.53808844,0.0,0.0
6,-0.9521495,-0.9521495,-0.26286182,-0.9521495,-0.9521495,0.0,0.68928766,0.0,0.0
7,-1.1107421,-1.1107421,-0.2703487,-1.1107421,-1.1107421,0.0,0.8403934,0.0,0.0
8,-1.269289,-1.269289,-0.2703487,-1.269289,-1.269289,0.0,0.99894035,0.0,0.0
9,-1.4277773,-1.4277773,,-1.4277773,-1.4277773,0.0,,0.0,0.0
10,-1.5862128,-1.5862128,,-1.5862128,-1.5862128,0.0,,0.0,0.0
