frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.1585841,-0.1585841,-0.1585839,-0.1585841,-0.1585841,0.0,2.0861626e-07,0.0,0.0
2,-0.3163049,-0.3163049,-0.31630495,-0.3163049,-0.3163049,0.0,5.9604645e-08,0.0,0.0
3,-0.47235048,-0.47235048,-0.47235063,-0.47235048,-0.47235048,0.0,1.4901161e-07,0.0,0.0
4,-0.62600654,-0.62600654,-0.6260068,-0.62600654,-0.62600654,0.0,2.3841858e-07,0.0,0.0
5,-0.77668375,-0.77668375,-0.7766841,-0.77668375,-0.77668375,0.0,3.5762787e-07,0.0,0.0
6,-0.9239303,-0.9239303,-0.92393076,-0.9239303,-0.9239303,0.0,4.7683716e-07,0.0,0.0
7,-1.0674291,-1.0674291,-1.0674295,-1.0674291,-1.0674291,0.0,4.7683716e-07,0.0,0.0
8,-1.2069843,-1.2069843,-1.2069849,-1.2069843,-1.2069843,0.0,5.9604645e-07,0.0,0.0
9,-1.3425031,-1.3425031,-1.3425037,-1.3425031,-1.3425031,0.0,5.9604645e-07,0.0,0.0
10,-1.4739739,-1.4739739,-1.4739745,-1.4739739,-1.4739739,0.0,5.9604645e-07,0.0,0.0
