frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.1587297,-0.1587297,-0.03968266,-0.1587297,-0.1587297,0.0,0.119047046,0.0,0.0
2,-0.31745735,-0.31745735,-0.07936388,-0.31745735,-0.31745735,0.0,0.23809347,0.0,0.0
3,-0.47617784,-0.47617784,-0.09921229,-0.47617784,-0.47617784,0.0,0.37696555,0.0,0.0
4,-0.6348885,-0.6348885,-0.10416319,-0.6348885,-0.6348885,0.0,0.53072536,0.0,0.0
5,-0.7935862,-0.7935862,-0.10912292,-0.7935862,-0.7935862,0.0,0.68446326,0.0,0.0
6,-0.9522676,-0.9522676,-0.11408273,-0.9522676,-0.9522676,0.0,0.83818483,0.0,0.0
7,-1.1109294,-1.1109294,-0.119054064,-1.1109294,-1.1109294,0.0,0.9918753,0.0,0.0
8,-1.2695625,-1.2695625,-0.12402751,-1.2695625,-1.2695625,0.0,1.145535,0.0,0.0
9,-1.4281746,-1.4281746,-0.12402751,-1.4281746,-1.4281746,0.0,1.3041471,0.0,0.0
10,-1.5867573,-1.5867573,,-1.5867573,-1.5867573,0.0,,0.0,0.0
