frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15873007,-0.15873007,-0.0024801274,-0.15873007,-0.15873007,0.0,0.15624994,0.0,0.0
2,-0.3174611,-0.31746107,-0.004340244,-0.31746107,-0.3174611,2.9802322e-08,0.31312087,2.9802322e-08,0.0
3,-0.4761904,-0.47619036,-0.0057353247,-0.47619042,-0.47619045,2.9802322e-08,0.47045505,2.9802322e-08,5.9604645e-08
4,-0.6349182,-0.6349183,-0.0067817545,-0.63491815,-0.6349182,5.9604645e-08,0.62813646,5.9604645e-08,0.0
5,-0.7936442,-0.7936442,-0.0075663235,-0.7936442,-0.79364425,0.0,0.78607786,0.0,5.9604645e-08
6,-0.9523677,-0.9523677,-0.0081550805,-0.9523676,-0.95236766,0.0,0.9442126,1.1920929e-07,5.9604645e-08
7,-1.1110883,-1.1110883,-0.008743429,-1.1110884,-1.1110885,0.0,1.1023449,1.1920929e-07,2.3841858e-07
8,-1.2697995,-1.2697995,-0.009185042,-1.2697995,-1.2697995,0.0,1.2606144,0.0,0.0
9,-1.4285119,-1.4285119,-0.009626495,-1.4285119,-1.4285119,0.0,1.4188854,0.0,0.0
10,-1.5872198,-1.5872198,-0.010067646,-1.5872198,-1.5872198,0.0,1.5771521,0.0,0.0
11,,,-0.010398932,,,,,,
12,,,-0.010730057,,,,,,
13,,,-0.011060806,,,,,,
14,,,-0.011309319,,,,,,
15,,,-0.011557717,,,,,,
16,,,-0.011806038,,,,,,
17,,,-0.012054355,,,,,,
18,,,-0.012302212,,,,,,
19,,,-0.012488578,,,,,,
20,,,-0.012675053,,,,,,
21,,,-0.012860866,,,,,,
22,,,-0.013000651,,,,,,
23,,,-0.013140542,,,,,,
24,,,-0.013280352,,,,,,
25,,,-0.013384592,,,,,,
26,,,-0.013463688,,,,,,
27,,,-0.013463688,,,,,,
