frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.1587289,-0.1587289,-0.1587217,-0.1587289,-0.1587289,0.0,7.197261e-06,0.0,0.0
2,-0.31745088,-0.3174509,-0.23807,-0.31745088,-0.3174509,2.9802322e-08,0.079380885,0.0,2.9802322e-08
3,-0.47615612,-0.47615612,-0.27774048,-0.47615612,-0.47615612,0.0,0.19841564,0.0,0.0
4,-0.63483715,-0.63483715,-0.29764304,-0.63483715,-0.63483715,0.0,0.33719411,0.0,0.0
5,-0.79348594,-0.79348594,-0.31753194,-0.79348594,-0.79348594,0.0,0.475954,0.0,0.0
6,-0.95209444,-0.95209444,-0.31753194,-0.95209444,-0.95209444,0.0,0.6345625,0.0,0.0
7,-1.1106547,-1.1106547,,-1.1106547,-1.1106547,0.0,,0.0,0.0
8,-1.2691587,-1.2691587,,-1.2691587,-1.2691587,0.0,,0.0,0.0
9,-1.4275922,-1.4275922,,-1.4275922,-1.4275922,0.0,,0.0,0.0
10,-1.5859591,-1.5859591,,-1.5859591,-1.5859591,0.0,,0.0,0.0
