frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15872952,-0.15872952,-0.0793669,-0.15872952,-0.15872952,0.0,0.07936262,0.0,0.0
2,-0.31745595,-0.31745595,-0.11904321,-0.31745595,-0.31745595,0.0,0.19841275,0.0,0.0
3,-0.47617313,-0.47617313,-0.13889846,-0.47617313,-0.47617313,0.0,0.33727467,0.0,0.0
4,-0.63487744,-0.63487744,-0.15869212,-0.63487744,-0.63487744,0.0,0.47618532,0.0,0.0
5,-0.7935645,-0.7935645,-0.1662041,-0.7935645,-0.7935645,0.0,0.6273604,0.0,0.0
6,-0.9522301,-0.9522301,-0.1662041,-0.9522301,-0.9522301,0.0,0.786026,0.0,0.0
7,-1.1108699,-1.1108699,,-1.1108699,-1.1108699,0.0,,0.0,0.0
8,-1.2694798,-1.2694798,,-1.2694798,-1.2694798,0.0,,0.0,0.0
9,-1.4280484,-1.4280484,,-1.4280484,-1.4280484,0.0,,0.0,0.0
10,-1.5865843,-1.5865843,,-1.5865843,-1.5865843,0.0,,0.0,0.0
