frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15872915,-0.15872914,-0.15874015,-0.15872914,-0.15872914,1.4901161e-08,1.0997057e-05,1.4901161e-08,1.4901161e-08
2,-0.31745288,-0.31745288,-0.19842419,-0.31745288,-0.31745288,0.0,0.11902869,0.0,0.0
3,-0.47616282,-0.47616282,-0.23814243,-0.47616282,-0.47616282,0.0,0.23802039,0.0,0.0
4,-0.634853,-0.634853,-0.24805214,-0.634853,-0.634853,0.0,0.3868009,0.0,0.0
5,-0.79351693,-0.79351693,-0.25797316,-0.79351693,-0.79351693,0.0,0.5355438,0.0,0.0
6,-0.95214796,-0.95214796,-0.25797316,-0.95214796,-0.95214796,0.0,0.69417477,0.0,0.0
7,-1.1107396,-1.1107396,,-1.1107396,-1.1107396,0.0,,0.0,0.0
8,-1.2692853,-1.2692853,,-1.2692853,-1.2692853,0.0,,0.0,0.0
9,-1.427772,-1.427772,,-1.427772,-1.427772,0.0,,0.0,0.0
10,-1.5862055,-1.5862055,,-1.5862055,-1.5862055,0.0,,0.0,0.0
