frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15872979,-0.15872978,-0.03968234,-0.15872979,-0.15872978,1.4901161e-08,0.11904745,0.0,1.4901161e-08
2,-0.3174583,-0.3174583,-0.07937252,-0.3174583,-0.3174583,0.0,0.23808578,0.0,0.0
3,-0.47618103,-0.47618103,-0.08681583,-0.47618103,-0.47618103,0.0,0.3893652,0.0,0.0
4,-0.6348961,-0.6348961,-0.0923742,-0.6348961,-0.6348961,0.0,0.5425219,0.0,0.0
5,-0.7936009,-0.7936009,-0.096578464,-0.7936009,-0.7936009,0.0,0.69702244,0.0,0.0
6,-0.952293,-0.952293,-0.09867295,-0.952293,-0.952293,0.0,0.85362005,0.0,0.0
7,-1.1109698,-1.1109698,-0.09867295,-1.1109698,-1.1109698,0.0,1.0122968,0.0,0.0
8,-1.2696226,-1.2696226,,-1.2696226,-1.2696226,0.0,,0.0,0.0
9,-1.4282601,-1.4282601,,-1.4282601,-1.4282601,0.0,,0.0,0.0
10,-1.5868746,-1.5868746,,-1.5868746,-1.5868746,0.0,,0.0,0.0
