frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15872976,-0.15872976,-0.039682817,-0.15872975,-0.15872976,0.0,0.11904694,1.4901161e-08,0.0
2,-0.3174578,-0.31745782,-0.07936743,-0.31745782,-0.31745782,2.9802322e-08,0.23809037,2.9802322e-08,2.9802322e-08
3,-0.47617936,-0.47617936,-0.08928978,-0.47617936,-0.47617936,0.0,0.38688958,0.0,0.0
4,-0.63489217,-0.63489217,-0.09921598,-0.63489217,-0.63489217,0.0,0.5356762,0.0,0.0
5,-0.7935933,-0.7935933,-0.10168955,-0.7935933,-0.7935933,0.0,0.6919037,0.0,0.0
6,-0.9522798,-0.9522798,-0.10416297,-0.9522798,-0.9522798,0.0,0.8481168,0.0,0.0
7,-1.1109488,-1.1109488,-0.10664862,-1.1109488,-1.1109488,0.0,1.0043002,0.0,0.0
8,-1.2695915,-1.2695915,-0.10913176,-1.2695915,-1.2695915,0.0,1.1604596,0.0,0.0
9,-1.4282157,-1.4282157,-0.11161448,-1.4282157,-1.4282157,0.0,1.3166013,0.0,0.0
10,-1.5868138,-1.5868138,-0.1140756,-1.5868138,-1.5868138,0.0,1.4727383,0.0,0.0
11,,,-0.1140756,,,,,,
