frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15873025,-0.15873021,-0.009920547,-0.15873004,-0.15873021,4.4703484e-08,0.1488097,2.0861626e-07,4.4703484e-08
2,-0.31746066,-0.31746063,-0.019841602,-0.31746066,-0.31746063,2.9802322e-08,0.29761904,0.0,2.9802322e-08
3,-0.47618887,-0.4761889,-0.021700758,-0.47618887,-0.4761889,2.9802322e-08,0.4544881,0.0,2.9802322e-08
4,-0.63491476,-0.63491476,-0.023096874,-0.6349147,-0.6349147,0.0,0.6118179,5.9604645e-08,5.9604645e-08
5,-0.7936373,-0.7936373,-0.024492374,-0.7936373,-0.79363734,0.0,0.7691449,0.0,5.9604645e-08
6,-0.9523558,-0.9523558,-0.025887668,-0.95235586,-0.95235574,0.0,0.92646813,5.9604645e-08,5.9604645e-08
7,-1.1110694,-1.1110694,-0.026931873,-1.1110694,-1.1110694,0.0,1.0841376,0.0,0.0
8,-1.2697712,-1.2697712,-0.02771848,-1.2697712,-1.2697712,0.0,1.2420528,0.0,0.0
9,-1.4284717,-1.4284717,-0.027914453,-1.4284717,-1.4284717,0.0,1.4005573,0.0,0.0
10,-1.5871648,-1.5871648,-0.028109793,-1.5871648,-1.5871648,0.0,1.559055,0.0,0.0
11,,,-0.028306581,,,,,,
12,,,-0.028502919,,,,,,
13,,,-0.028699027,,,,,,
14,,,-0.028895158,,,,,,
15,,,-0.029091354,,,,,,
16,,,-0.029287575,,,,,,
17,,,-0.029483844,,,,,,
18,,,-0.029680176,,,,,,
19,,,-0.029876605,,,,,,
20,,,-0.029876605,,,,,,
