frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.26850644,-0.26850644,-0.26850644,-0.26850644,-0.26850644,0.0,0.0,0.0,0.0
2,-0.43829262,-0.43829262,-0.43829262,-0.43829262,-0.43829262,0.0,0.0,0.0,0.0
3,-0.56136024,-0.56136024,-0.56136024,-0.56136024,-0.56136024,0.0,0.0,0.0,0.0
4,-0.65986454,-0.65986454,-0.6598645,-0.65986454,-0.65986454,0.0,5.9604645e-08,0.0,0.0
5,-0.74306196,-0.74306196,-0.74306196,-0.74306196,-0.74306196,0.0,0.0,0.0,0.0
6,-0.8157476,-0.8157476,-0.8157476,-0.8157476,-0.8157476,0.0,0.0,0.0,0.0
7,-0.88070333,-0.88070333,-0.88070333,-0.88070333,-0.88070333,0.0,0.0,0.0,0.0
8,-0.9397172,-0.9397172,-0.9397172,-0.9397172,-0.9397172,0.0,0.0,0.0,0.0
9,-0.9940113,-0.9940113,-0.9940113,-0.9940113,-0.9940113,0.0,0.0,0.0,0.0
10,-1.0444548,-1.0444548,-1.0444548,-1.0444548,-1.0444548,0.0,0.0,0.0,0.0
11,-1.0916988,-1.0916988,-1.0916986,-1.0916988,-1.0916988,0.0,1.1920929e-07,0.0,0.0
12,-1.1362375,-1.1362375,-1.1362375,-1.1362375,-1.1362375,0.0,0.0,0.0,0.0
13,-1.1784583,-1.1784583,-1.1784583,-1.1784583,-1.1784583,0.0,0.0,0.0,0.0
14,-1.21867,-1.21867,-1.21867,-1.21867,-1.21867,0.0,0.0,0.0,0.0
15,-1.2572999,-1.2572999,-1.2572998,-1.2572999,-1.2572999,0.0,1.1920929e-07,0.0,0.0
16,-1.2940255,-1.2940255,-1.2940255,-1.2940255,-1.2940255,0.0,0.0,0.0,0.0
17,-1.3296431,-1.3296431,-1.3296431,-1.3296431,-1.3296431,0.0,0.0,0.0,0.0
18,-1.3639431,-1.3639431,-1.3639431,-1.3639431,-1.3639431,0.0,0.0,0.0,0.0
19,-1.3970999,-1.3970999,-1.3970999,-1.3970999,-1.3970999,0.0,0.0,0.0,0.0
20,-1.42926,-1.42926,-1.42926,-1.42926,-1.42926,0.0,0.0,0.0,0.0
21,-1.4605165,-1.4605165,-1.4605165,-1.4605165,-1.4605165,0.0,0.0,0.0,0.0
22,-1.4909463,-1.4909463,-1.4909463,-1.4909463,-1.4909463,0.0,0.0,0.0,0.0
23,-1.5206196,-1.5206196,-1.5206196,-1.5206196,-1.5206196,0.0,0.0,0.0,0.0
24,-1.5495993,-1.5495993,-1.5495993,-1.5495993,-1.5495993,0.0,0.0,0.0,0.0
25,-1.5779411,-1.5779411,-1.5779411,-1.5779411,-1.5779411,0.0,0.0,0.0,0.0
26,-1.6056949,-1.6056949,-1.6056949,-1.6056949,-1.6056949,0.0,0.0,0.0,0.0
27,-1.6329056,-1.6329056,-1.6329056,-1.6329056,-1.6329056,0.0,0.0,0.0,0.0
28,-1.659614,-1.659614,-1.659614,-1.659614,-1.659614,0.0,0.0,0.0,0.0
29,-1.6858568,-1.6858568,-1.6858568,-1.6858568,-1.6858568,0.0,0.0,0.0,0.0
30,-1.7116677,-1.7116677,-1.7116677,-1.7116677,-1.7116677,0.0,0.0,0.0,0.0
31,-1.7370772,-1.7370772,-1.7370772,-1.7370772,-1.7370772,0.0,0.0,0.0,0.0
32,-1.7621138,-1.7621138,-1.7621138,-1.7621138,-1.7621138,0.0,0.0,0.0,0.0
33,-1.7868032,-1.7868032,-1.7868032,-1.7868032,-1.7868032,0.0,0.0,0.0,0.0
34,-1.8111695,-1.8111695,-1.8111695,-1.8111695,-1.8111695,0.0,0.0,0.0,0.0
35,-1.8352349,-1.8352349,-1.8352349,-1.8352349,-1.8352349,0.0,0.0,0.0,0.0
36,-1.8590199,-1.8590199,-1.8590199,-1.8590199,-1.8590199,0.0,0.0,0.0,0.0
37,-1.8825439,-1.8825439,-1.8825439,-1.8825439,-1.8825439,0.0,0.0,0.0,0.0
38,-1.9058248,-1.9058248,-1.9058247,-1.9058248,-1.9058248,0.0,1.1920929e-07,0.0,0.0
39,-1.9288793,-1.9288793,-1.9288793,-1.9288793,-1.9288793,0.0,0.0,0.0,0.0
40,-1.9517232,-1.9517232,-1.9517232,-1.9517232,-1.9517232,0.0,0.0,0.0,0.0
41,-1.9743716,-1.9743716,-1.9743716,-1.9743716,-1.9743716,0.0,0.0,0.0,0.0
42,-1.9968381,-1.9968381,-1.9968381,-1.9968381,-1.9968381,0.0,0.0,0.0,0.0
43,-2.0191362,-2.0191362,-2.0191362,-2.0191362,-2.0191362,0.0,0.0,0.0,0.0
44,-2.0412781,-2.0412781,-2.0412781,-2.0412781,-2.0412781,0.0,0.0,0.0,0.0
45,-2.063276,-2.063276,-2.063276,-2.063276,-2.063276,0.0,0.0,0.0,0.0
46,-2.0851412,-2.0851412,-2.0851412,-2.0851412,-2.0851412,0.0,0.0,0.0,0.0
47,-2.106884,-2.106884,-2.106884,-2.106884,-2.106884,0.0,0.0,0.0,0.0
48,-2.1285148,-2.1285148,-2.1285148,-2.1285148,-2.1285148,0.0,0.0,0.0,0.0
49,-2.1500435,-2.1500435,-2.1500435,-2.1500435,-2.1500435,0.0,0.0,0.0,0.0
50,-2.171479,-2.171479,-2.171479,-2.171479,-2.171479,0.0,0.0,0.0,0.0
