tag,nelems,force,nincs,method,cpu_time_seconds
ne10_f1000_inc10,10,-1000.0,10,HD,0.11000
ne10_f1000_inc10,10,-1000.0,10,FD,0.11000
ne10_f1000_inc10,10,-1000.0,10,CS,0.10000
ne10_f1000_inc10,10,-1000.0,10,Exact,0.10000
ne10_f1000_inc20,10,-1000.0,20,HD,0.18000
ne10_f1000_inc20,10,-1000.0,20,FD,0.18000
ne10_f1000_inc20,10,-1000.0,20,CS,0.18000
ne10_f1000_inc20,10,-1000.0,20,Exact,0.19000
ne10_f5000_inc10,10,-5000.0,10,HD,0.23000
ne10_f5000_inc10,10,-5000.0,10,FD,0.19000
ne10_f5000_inc10,10,-5000.0,10,CS,0.20000
ne10_f5000_inc10,10,-5000.0,10,Exact,0.19000
ne10_f5000_inc20,10,-5000.0,20,HD,0.34000
ne10_f5000_inc20,10,-5000.0,20,FD,0.30000
ne10_f5000_inc20,10,-5000.0,20,CS,0.31000
ne10_f5000_inc20,10,-5000.0,20,Exact,0.31000
ne20_f1000_inc10,20,-1000.0,10,HD,0.13000
ne20_f1000_inc10,20,-1000.0,10,FD,0.12000
ne20_f1000_inc10,20,-1000.0,10,CS,0.11000
ne20_f1000_inc10,20,-1000.0,10,Exact,0.11000
ne20_f1000_inc20,20,-1000.0,20,HD,0.22000
ne20_f1000_inc20,20,-1000.0,20,FD,0.19000
ne20_f1000_inc20,20,-1000.0,20,CS,0.19000
ne20_f1000_inc20,20,-1000.0,20,Exact,0.18000
ne20_f5000_inc10,20,-5000.0,10,HD,0.24000
ne20_f5000_inc10,20,-5000.0,10,FD,0.20000
ne20_f5000_inc10,20,-5000.0,10,CS,0.22000
ne20_f5000_inc10,20,-5000.0,10,Exact,0.20000
ne20_f5000_inc20,20,-5000.0,20,HD,0.32000
ne20_f5000_inc20,20,-5000.0,20,FD,0.27000
ne20_f5000_inc20,20,-5000.0,20,CS,0.27000
ne20_f5000_inc20,20,-5000.0,20,Exact,0.27000
ne50_f1000_inc10,50,-1000.0,10,HD,0.19000
ne50_f1000_inc10,50,-1000.0,10,FD,0.14000
ne50_f1000_inc10,50,-1000.0,10,CS,0.14000
ne50_f1000_inc10,50,-1000.0,10,Exact,0.14000
ne50_f1000_inc20,50,-1000.0,20,HD,0.33000
ne50_f1000_inc20,50,-1000.0,20,FD,0.25000
ne50_f1000_inc20,50,-1000.0,20,CS,0.25000
ne50_f1000_inc20,50,-1000.0,20,Exact,0.24000
ne50_f5000_inc10,50,-5000.0,10,HD,0.32000
ne50_f5000_inc10,50,-5000.0,10,FD,0.25000
ne50_f5000_inc10,50,-5000.0,10,CS,0.23000
ne50_f5000_inc10,50,-5000.0,10,Exact,0.24000
ne50_f5000_inc20,50,-5000.0,20,HD,0.38000
ne50_f5000_inc20,50,-5000.0,20,FD,0.30000
ne50_f5000_inc20,50,-5000.0,20,CS,0.28000
ne50_f5000_inc20,50,-5000.0,20,Exact,0.27000
test_otis,1,-100,2,HD,5.00000E-02
test_otis,1,-100,2,FD,5.00000E-02
test_otis,1,-100,2,CS,5.00000E-02
test_otis,1,-100,2,Exact,4.00000E-02
test_otis,1,-100,2,Otis,NaN
test_otis,1,-100,2,HD,5.00000E-02
test_otis,1,-100,2,FD,4.00000E-02
test_otis,1,-100,2,CS,4.00000E-02
test_otis,1,-100,2,Exact,4.00000E-02
test_otis,1,-100,2,Otis,NaN
test_otis,1,-100,2,HD,4.00000E-02
test_otis,1,-100,2,FD,6.00000E-02
test_otis,1,-100,2,CS,4.00000E-02
test_otis,1,-100,2,Exact,5.00000E-02
test_otis,1,-100,2,Otis,NaN
test_otis,1,-100,2,HD,5.00000E-02
test_otis,1,-100,2,FD,5.00000E-02
test_otis,1,-100,2,CS,4.00000E-02
test_otis,1,-100,2,Exact,4.00000E-02
test_otis,1,-100,2,Otis,NaN
test_otis,1,-100,2,HD,4.00000E-02
test_otis,1,-100,2,FD,5.00000E-02
test_otis,1,-100,2,CS,4.00000E-02
test_otis,1,-100,2,Exact,4.00000E-02
test_otis,1,-100,2,Otis,NaN
test_otis,1,-100,2,HD,4.00000E-02
test_otis,1,-100,2,FD,5.00000E-02
test_otis,1,-100,2,CS,4.00000E-02
test_otis,1,-100,2,Exact,5.00000E-02
test_otis,1,-100,2,Otis,NaN
test_otis,1,-100,2,HD,4.00000E-02
test_otis,1,-100,2,FD,4.00000E-02
test_otis,1,-100,2,CS,5.00000E-02
test_otis,1,-100,2,Exact,4.00000E-02
test_otis,1,-100,2,Otis,6.00000E-02
ne1_f100_inc10,1,-100.0,10,HD,9.00000E-02
ne1_f100_inc10,1,-100.0,10,FD,9.00000E-02
ne1_f100_inc10,1,-100.0,10,CS,8.00000E-02
ne1_f100_inc10,1,-100.0,10,Exact,9.00000E-02
ne1_f100_inc10,1,-100.0,10,Otis,9.00000E-02
ne2_f100_inc10,2,-100.0,10,HD,9.00000E-02
ne2_f100_inc10,2,-100.0,10,FD,0.10000
ne2_f100_inc10,2,-100.0,10,CS,0.10000
ne2_f100_inc10,2,-100.0,10,Exact,9.00000E-02
ne2_f100_inc10,2,-100.0,10,Otis,0.10000
ne4_f100_inc10,4,-100.0,10,HD,0.10000
ne4_f100_inc10,4,-100.0,10,FD,0.10000
ne4_f100_inc10,4,-100.0,10,CS,9.00000E-02
ne4_f100_inc10,4,-100.0,10,Exact,9.00000E-02
ne4_f100_inc10,4,-100.0,10,Otis,9.00000E-02
ne8_f100_inc10,8,-100.0,10,HD,0.11000
ne8_f100_inc10,8,-100.0,10,FD,0.10000
ne8_f100_inc10,8,-100.0,10,CS,0.10000
ne8_f100_inc10,8,-100.0,10,Exact,0.11000
ne8_f100_inc10,8,-100.0,10,Otis,0.11000
ne20_f100_inc10,20,-100.0,10,HD,0.14000
ne20_f100_inc10,20,-100.0,10,FD,0.11000
ne20_f100_inc10,20,-100.0,10,CS,0.12000
ne20_f100_inc10,20,-100.0,10,Exact,0.15000
ne20_f100_inc10,20,-100.0,10,Otis,0.12000
ne1_f100_inc10,1,-100.0,10,HD,9.00000E-02
ne1_f100_inc10,1,-100.0,10,FD,0.10000
ne1_f100_inc10,1,-100.0,10,CS,9.00000E-02
ne1_f100_inc10,1,-100.0,10,Exact,8.00000E-02
ne1_f100_inc10,1,-100.0,10,Otis,9.00000E-02
ne2_f100_inc10,2,-100.0,10,HD,9.00000E-02
ne2_f100_inc10,2,-100.0,10,FD,9.00000E-02
ne2_f100_inc10,2,-100.0,10,CS,9.00000E-02
ne2_f100_inc10,2,-100.0,10,Exact,8.00000E-02
ne2_f100_inc10,2,-100.0,10,Otis,0.10000
ne4_f100_inc10,4,-100.0,10,HD,0.11000
ne4_f100_inc10,4,-100.0,10,FD,0.10000
ne4_f100_inc10,4,-100.0,10,CS,9.00000E-02
ne4_f100_inc10,4,-100.0,10,Exact,0.10000
ne4_f100_inc10,4,-100.0,10,Otis,0.10000
ne8_f100_inc10,8,-100.0,10,HD,0.11000
ne8_f100_inc10,8,-100.0,10,FD,0.10000
ne8_f100_inc10,8,-100.0,10,CS,0.10000
ne8_f100_inc10,8,-100.0,10,Exact,0.10000
ne8_f100_inc10,8,-100.0,10,Otis,0.10000
ne20_f100_inc10,20,-100.0,10,HD,0.13000
ne20_f100_inc10,20,-100.0,10,FD,0.10000
ne20_f100_inc10,20,-100.0,10,CS,0.11000
ne20_f100_inc10,20,-100.0,10,Exact,0.12000
ne20_f100_inc10,20,-100.0,10,Otis,0.12000
default_otis_test,10,-1000,10,HD,0.10000
default_otis_test,10,-1000,10,FD,0.10000
default_otis_test,10,-1000,10,CS,0.10000
default_otis_test,10,-1000,10,Exact,0.10000
default_otis_test,10,-1000,10,Otis,0.12000
all_methods_test,5,-100,10,HD,0.10000
all_methods_test,5,-100,10,FD,0.10000
all_methods_test,5,-100,10,CS,9.00000E-02
all_methods_test,5,-100,10,Exact,0.11000
all_methods_test,5,-100,10,Otis,0.11000
default,1,-1000.0,10,HD,0.14000
default,1,-1000.0,10,FD,0.12000
default,1,-1000.0,10,CS,0.13000
default,1,-1000.0,10,Exact,0.13000
default,1,-1000.0,10,Otis,0.13000
default,1,-1000.0,10,HD,0.13000
default,1,-1000.0,10,FD,0.13000
default,1,-1000.0,10,CS,0.15000
default,1,-1000.0,10,Exact,0.13000
default,1,-1000.0,10,Otis,0.13000
test_ne1,1,-100,10,HD,9.00000E-02
test_ne1,1,-100,10,FD,9.00000E-02
test_ne1,1,-100,10,CS,9.00000E-02
test_ne1,1,-100,10,Exact,9.00000E-02
test_ne1,1,-100,10,Otis,0.10000
default,1,-1000.0,10,HD,0.12000
default,1,-1000.0,10,FD,0.13000
default,1,-1000.0,10,CS,0.13000
default,1,-1000.0,10,Exact,0.13000
default,1,-1000.0,10,Otis,0.13000
default,1,-1000.0,10,HD,0.13000
default,1,-1000.0,10,FD,0.13000
default,1,-1000.0,10,CS,0.13000
default,1,-1000.0,10,Exact,0.14000
default,1,-1000.0,10,Otis,0.13000
all_methods_test,10,-10000,10,HD,0.21000
all_methods_test,10,-10000,10,FD,0.19000
all_methods_test,10,-10000,10,CS,0.18000
all_methods_test,10,-10000,10,Exact,0.20000
all_methods_test,10,-10000,10,Otis,0.21000
all_methods_test,10,-100000,10,HD,0.35000
all_methods_test,10,-100000,10,FD,0.31000
all_methods_test,10,-100000,10,CS,0.32000
all_methods_test,10,-100000,10,Exact,0.31000
all_methods_test,10,-100000,10,Otis,0.35000
ne1_f100_inc10,1,-100.0,10,HD,9.00000E-02
ne1_f100_inc10,1,-100.0,10,FD,0.10000
ne1_f100_inc10,1,-100.0,10,CS,9.00000E-02
ne1_f100_inc10,1,-100.0,10,Exact,9.00000E-02
ne1_f100_inc10,1,-100.0,10,Otis,9.00000E-02
ne2_f100_inc10,2,-100.0,10,HD,0.10000
ne2_f100_inc10,2,-100.0,10,FD,9.00000E-02
ne2_f100_inc10,2,-100.0,10,CS,9.00000E-02
ne2_f100_inc10,2,-100.0,10,Exact,0.10000
ne2_f100_inc10,2,-100.0,10,Otis,0.10000
ne4_f100_inc10,4,-100.0,10,HD,9.00000E-02
ne4_f100_inc10,4,-100.0,10,FD,0.10000
ne4_f100_inc10,4,-100.0,10,CS,0.10000
ne4_f100_inc10,4,-100.0,10,Exact,0.10000
ne4_f100_inc10,4,-100.0,10,Otis,0.10000
ne8_f100_inc10,8,-100.0,10,HD,0.11000
ne8_f100_inc10,8,-100.0,10,FD,0.11000
ne8_f100_inc10,8,-100.0,10,CS,0.11000
ne8_f100_inc10,8,-100.0,10,Exact,0.10000
ne8_f100_inc10,8,-100.0,10,Otis,0.11000
ne20_f100_inc10,20,-100.0,10,HD,0.13000
ne20_f100_inc10,20,-100.0,10,FD,0.12000
ne20_f100_inc10,20,-100.0,10,CS,0.11000
ne20_f100_inc10,20,-100.0,10,Exact,0.12000
ne20_f100_inc10,20,-100.0,10,Otis,0.12000
ne1_f100_inc10,1,-100.0,10,HD,9.00000E-02
ne1_f100_inc10,1,-100.0,10,FD,9.00000E-02
ne1_f100_inc10,1,-100.0,10,CS,8.00000E-02
ne1_f100_inc10,1,-100.0,10,Exact,8.00000E-02
ne1_f100_inc10,1,-100.0,10,Otis,9.00000E-02
ne1_f100_inc20,1,-100.0,20,HD,0.16000
ne1_f100_inc20,1,-100.0,20,FD,0.16000
ne1_f100_inc20,1,-100.0,20,CS,0.16000
ne1_f100_inc20,1,-100.0,20,Exact,0.16000
ne1_f100_inc20,1,-100.0,20,Otis,0.17000
ne1_f100_inc50,1,-100.0,50,HD,0.36000
ne1_f100_inc50,1,-100.0,50,FD,0.35000
ne1_f100_inc50,1,-100.0,50,CS,0.36000
ne1_f100_inc50,1,-100.0,50,Exact,0.36000
ne1_f100_inc50,1,-100.0,50,Otis,0.36000
ne2_f100_inc10,2,-100.0,10,HD,0.10000
ne2_f100_inc10,2,-100.0,10,FD,8.00000E-02
ne2_f100_inc10,2,-100.0,10,CS,0.10000
ne2_f100_inc10,2,-100.0,10,Exact,9.00000E-02
ne2_f100_inc10,2,-100.0,10,Otis,9.00000E-02
ne2_f100_inc20,2,-100.0,20,HD,0.17000
ne2_f100_inc20,2,-100.0,20,FD,0.17000
ne2_f100_inc20,2,-100.0,20,CS,0.17000
ne2_f100_inc20,2,-100.0,20,Exact,0.16000
ne2_f100_inc20,2,-100.0,20,Otis,0.18000
ne2_f100_inc50,2,-100.0,50,HD,0.42000
ne2_f100_inc50,2,-100.0,50,FD,0.38000
ne2_f100_inc50,2,-100.0,50,CS,0.38000
ne2_f100_inc50,2,-100.0,50,Exact,0.37000
ne2_f100_inc50,2,-100.0,50,Otis,0.38000
ne4_f100_inc10,4,-100.0,10,HD,0.10000
ne4_f100_inc10,4,-100.0,10,FD,9.00000E-02
ne4_f100_inc10,4,-100.0,10,CS,0.10000
ne4_f100_inc10,4,-100.0,10,Exact,0.10000
ne4_f100_inc10,4,-100.0,10,Otis,0.10000
ne4_f100_inc20,4,-100.0,20,HD,0.18000
ne4_f100_inc20,4,-100.0,20,FD,0.16000
ne4_f100_inc20,4,-100.0,20,CS,0.16000
ne4_f100_inc20,4,-100.0,20,Exact,0.16000
ne4_f100_inc20,4,-100.0,20,Otis,0.18000
ne4_f100_inc50,4,-100.0,50,HD,0.41000
ne4_f100_inc50,4,-100.0,50,FD,0.39000
ne4_f100_inc50,4,-100.0,50,CS,0.38000
ne4_f100_inc50,4,-100.0,50,Exact,0.38000
ne4_f100_inc50,4,-100.0,50,Otis,0.41000
ne8_f100_inc10,8,-100.0,10,HD,0.11000
ne8_f100_inc10,8,-100.0,10,FD,0.11000
ne8_f100_inc10,8,-100.0,10,CS,0.10000
ne8_f100_inc10,8,-100.0,10,Exact,0.10000
ne8_f100_inc10,8,-100.0,10,Otis,0.11000
ne8_f100_inc20,8,-100.0,20,HD,0.19000
ne8_f100_inc20,8,-100.0,20,FD,0.19000
ne8_f100_inc20,8,-100.0,20,CS,0.18000
ne8_f100_inc20,8,-100.0,20,Exact,0.18000
ne8_f100_inc20,8,-100.0,20,Otis,0.18000
ne8_f100_inc50,8,-100.0,50,HD,0.45000
ne8_f100_inc50,8,-100.0,50,FD,0.43000
ne8_f100_inc50,8,-100.0,50,CS,0.41000
ne8_f100_inc50,8,-100.0,50,Exact,0.41000
ne8_f100_inc50,8,-100.0,50,Otis,0.44000
ne16_f100_inc10,16,-100.0,10,HD,0.12000
ne16_f100_inc10,16,-100.0,10,FD,0.11000
ne16_f100_inc10,16,-100.0,10,CS,0.10000
ne16_f100_inc10,16,-100.0,10,Exact,0.10000
ne16_f100_inc10,16,-100.0,10,Otis,0.12000
ne16_f100_inc20,16,-100.0,20,HD,0.21000
ne16_f100_inc20,16,-100.0,20,FD,0.19000
ne16_f100_inc20,16,-100.0,20,CS,0.19000
ne16_f100_inc20,16,-100.0,20,Exact,0.19000
ne16_f100_inc20,16,-100.0,20,Otis,0.20000
ne16_f100_inc50,16,-100.0,50,HD,0.50000
ne16_f100_inc50,16,-100.0,50,FD,0.43000
ne16_f100_inc50,16,-100.0,50,CS,0.43000
ne16_f100_inc50,16,-100.0,50,Exact,0.42000
ne16_f100_inc50,16,-100.0,50,Otis,0.52000
ne32_f100_inc10,32,-100.0,10,HD,0.15000
ne32_f100_inc10,32,-100.0,10,FD,0.12000
ne32_f100_inc10,32,-100.0,10,CS,0.13000
ne32_f100_inc10,32,-100.0,10,Exact,0.12000
ne32_f100_inc10,32,-100.0,10,Otis,0.14000
ne32_f100_inc20,32,-100.0,20,HD,0.27000
ne32_f100_inc20,32,-100.0,20,FD,0.22000
ne32_f100_inc20,32,-100.0,20,CS,0.22000
ne32_f100_inc20,32,-100.0,20,Exact,0.21000
ne32_f100_inc20,32,-100.0,20,Otis,0.26000
ne32_f100_inc50,32,-100.0,50,HD,0.65000
ne32_f100_inc50,32,-100.0,50,FD,0.50000
ne32_f100_inc50,32,-100.0,50,CS,0.51000
ne32_f100_inc50,32,-100.0,50,Exact,0.50000
ne32_f100_inc50,32,-100.0,50,Otis,0.60000
ne64_f100_inc10,64,-100.0,10,HD,0.22000
ne64_f100_inc10,64,-100.0,10,FD,0.15000
ne64_f100_inc10,64,-100.0,10,CS,0.16000
ne64_f100_inc10,64,-100.0,10,Exact,0.15000
ne64_f100_inc10,64,-100.0,10,Otis,0.18000
ne64_f100_inc20,64,-100.0,20,HD,0.38000
ne64_f100_inc20,64,-100.0,20,FD,0.27000
ne64_f100_inc20,64,-100.0,20,CS,0.28000
ne64_f100_inc20,64,-100.0,20,Exact,0.26000
ne64_f100_inc20,64,-100.0,20,Otis,0.35000
ne64_f100_inc50,64,-100.0,50,HD,0.90000
ne64_f100_inc50,64,-100.0,50,FD,0.63000
ne64_f100_inc50,64,-100.0,50,CS,0.66000
ne64_f100_inc50,64,-100.0,50,Exact,0.62000
ne64_f100_inc50,64,-100.0,50,Otis,0.84000
all_methods_test,10,-10000,10,HD,0.21000
all_methods_test,10,-10000,10,FD,0.19000
all_methods_test,10,-10000,10,CS,0.19000
all_methods_test,10,-10000,10,Exact,0.19000
all_methods_test,10,-10000,10,Otis,0.20000
default,10,-10000,100,HD,0.97000
default,10,-10000,100,FD,0.88000
default,10,-10000,100,CS,0.90000
default,10,-10000,100,Exact,0.90000
default,10,-10000,100,Otis,0.95000
ne4_f100_inc10,4,-100.0,10,HD,0.10000
ne4_f100_inc10,4,-100.0,10,FD,0.10000
ne4_f100_inc10,4,-100.0,10,CS,9.00000E-02
ne4_f100_inc10,4,-100.0,10,Exact,9.00000E-02
ne4_f100_inc10,4,-100.0,10,Otis,0.10000
ne4_f100_inc50,4,-100.0,50,HD,0.42000
ne4_f100_inc50,4,-100.0,50,FD,0.40000
ne4_f100_inc50,4,-100.0,50,CS,0.41000
ne4_f100_inc50,4,-100.0,50,Exact,0.38000
ne4_f100_inc50,4,-100.0,50,Otis,0.42000
ne4_f100_inc100,4,-100.0,100,HD,0.85000
ne4_f100_inc100,4,-100.0,100,FD,0.80000
ne4_f100_inc100,4,-100.0,100,CS,0.81000
ne4_f100_inc100,4,-100.0,100,Exact,0.82000
ne4_f100_inc100,4,-100.0,100,Otis,0.84000
ne4_f1000_inc10,4,-1000.0,10,HD,0.14000
ne4_f1000_inc10,4,-1000.0,10,FD,0.14000
ne4_f1000_inc10,4,-1000.0,10,CS,0.14000
ne4_f1000_inc10,4,-1000.0,10,Exact,0.14000
ne4_f1000_inc10,4,-1000.0,10,Otis,0.13000
ne4_f1000_inc50,4,-1000.0,50,HD,0.42000
ne4_f1000_inc50,4,-1000.0,50,FD,0.39000
ne4_f1000_inc50,4,-1000.0,50,CS,0.40000
ne4_f1000_inc50,4,-1000.0,50,Exact,0.40000
ne4_f1000_inc50,4,-1000.0,50,Otis,0.40000
ne4_f1000_inc100,4,-1000.0,100,HD,0.86000
ne4_f1000_inc100,4,-1000.0,100,FD,0.82000
ne4_f1000_inc100,4,-1000.0,100,CS,0.81000
ne4_f1000_inc100,4,-1000.0,100,Exact,0.82000
ne4_f1000_inc100,4,-1000.0,100,Otis,0.84000
ne4_f5000_inc10,4,-5000.0,10,HD,0.18000
ne4_f5000_inc10,4,-5000.0,10,FD,0.17000
ne4_f5000_inc10,4,-5000.0,10,CS,0.17000
ne4_f5000_inc10,4,-5000.0,10,Exact,0.17000
ne4_f5000_inc10,4,-5000.0,10,Otis,0.18000
ne4_f5000_inc50,4,-5000.0,50,HD,0.49000
ne4_f5000_inc50,4,-5000.0,50,FD,0.47000
ne4_f5000_inc50,4,-5000.0,50,CS,0.46000
ne4_f5000_inc50,4,-5000.0,50,Exact,0.45000
ne4_f5000_inc50,4,-5000.0,50,Otis,0.48000
ne4_f5000_inc100,4,-5000.0,100,HD,0.86000
ne4_f5000_inc100,4,-5000.0,100,FD,0.80000
ne4_f5000_inc100,4,-5000.0,100,CS,0.83000
ne4_f5000_inc100,4,-5000.0,100,Exact,0.83000
ne4_f5000_inc100,4,-5000.0,100,Otis,0.85000
ne16_f100_inc10,16,-100.0,10,HD,0.12000
ne16_f100_inc10,16,-100.0,10,FD,0.11000
ne16_f100_inc10,16,-100.0,10,CS,0.11000
ne16_f100_inc10,16,-100.0,10,Exact,0.10000
ne16_f100_inc10,16,-100.0,10,Otis,0.12000
ne16_f100_inc50,16,-100.0,50,HD,0.52000
ne16_f100_inc50,16,-100.0,50,FD,0.45000
ne16_f100_inc50,16,-100.0,50,CS,0.46000
ne16_f100_inc50,16,-100.0,50,Exact,0.45000
ne16_f100_inc50,16,-100.0,50,Otis,0.52000
ne16_f100_inc100,16,-100.0,100,HD,1.1000
ne16_f100_inc100,16,-100.0,100,FD,0.93000
ne16_f100_inc100,16,-100.0,100,CS,0.96000
ne16_f100_inc100,16,-100.0,100,Exact,0.92000
ne16_f100_inc100,16,-100.0,100,Otis,1.0300
ne16_f1000_inc10,16,-1000.0,10,HD,0.13000
ne16_f1000_inc10,16,-1000.0,10,FD,0.11000
ne16_f1000_inc10,16,-1000.0,10,CS,0.12000
ne16_f1000_inc10,16,-1000.0,10,Exact,0.10000
ne16_f1000_inc10,16,-1000.0,10,Otis,0.12000
ne16_f1000_inc50,16,-1000.0,50,HD,0.53000
ne16_f1000_inc50,16,-1000.0,50,FD,0.46000
ne16_f1000_inc50,16,-1000.0,50,CS,0.46000
ne16_f1000_inc50,16,-1000.0,50,Exact,0.46000
ne16_f1000_inc50,16,-1000.0,50,Otis,0.51000
ne16_f1000_inc100,16,-1000.0,100,HD,1.1000
ne16_f1000_inc100,16,-1000.0,100,FD,0.94000
ne16_f1000_inc100,16,-1000.0,100,CS,0.95000
ne16_f1000_inc100,16,-1000.0,100,Exact,0.93000
ne16_f1000_inc100,16,-1000.0,100,Otis,1.0300
ne16_f5000_inc10,16,-5000.0,10,HD,0.23000
ne16_f5000_inc10,16,-5000.0,10,FD,0.20000
ne16_f5000_inc10,16,-5000.0,10,CS,0.21000
ne16_f5000_inc10,16,-5000.0,10,Exact,0.21000
ne16_f5000_inc10,16,-5000.0,10,Otis,0.22000
ne16_f5000_inc50,16,-5000.0,50,HD,0.52000
ne16_f5000_inc50,16,-5000.0,50,FD,0.44000
ne16_f5000_inc50,16,-5000.0,50,CS,0.47000
ne16_f5000_inc50,16,-5000.0,50,Exact,0.45000
ne16_f5000_inc50,16,-5000.0,50,Otis,0.52000
ne16_f5000_inc100,16,-5000.0,100,HD,1.1000
ne16_f5000_inc100,16,-5000.0,100,FD,0.94000
ne16_f5000_inc100,16,-5000.0,100,CS,0.97000
ne16_f5000_inc100,16,-5000.0,100,Exact,0.92000
ne16_f5000_inc100,16,-5000.0,100,Otis,1.0400
ne64_f100_inc10,64,-100.0,10,HD,0.22000
ne64_f100_inc10,64,-100.0,10,FD,0.16000
ne64_f100_inc10,64,-100.0,10,CS,0.16000
ne64_f100_inc10,64,-100.0,10,Exact,0.15000
ne64_f100_inc10,64,-100.0,10,Otis,0.21000
ne64_f100_inc50,64,-100.0,50,HD,0.97000
ne64_f100_inc50,64,-100.0,50,FD,0.67000
ne64_f100_inc50,64,-100.0,50,CS,0.69000
ne64_f100_inc50,64,-100.0,50,Exact,0.66000
ne64_f100_inc50,64,-100.0,50,Otis,0.89000
ne64_f100_inc100,64,-100.0,100,HD,1.9500
ne64_f100_inc100,64,-100.0,100,FD,1.3800
ne64_f100_inc100,64,-100.0,100,CS,1.4300
ne64_f100_inc100,64,-100.0,100,Exact,1.3600
ne64_f100_inc100,64,-100.0,100,Otis,1.8300
ne64_f1000_inc10,64,-1000.0,10,HD,0.22000
ne64_f1000_inc10,64,-1000.0,10,FD,0.15000
ne64_f1000_inc10,64,-1000.0,10,CS,0.16000
ne64_f1000_inc10,64,-1000.0,10,Exact,0.15000
ne64_f1000_inc10,64,-1000.0,10,Otis,0.21000
ne64_f1000_inc50,64,-1000.0,50,HD,0.96000
ne64_f1000_inc50,64,-1000.0,50,FD,0.67000
ne64_f1000_inc50,64,-1000.0,50,CS,0.72000
ne64_f1000_inc50,64,-1000.0,50,Exact,0.63000
ne64_f1000_inc50,64,-1000.0,50,Otis,0.83000
ne64_f1000_inc100,64,-1000.0,100,HD,1.8500
ne64_f1000_inc100,64,-1000.0,100,FD,1.2900
ne64_f1000_inc100,64,-1000.0,100,CS,1.3300
ne64_f1000_inc100,64,-1000.0,100,Exact,1.2600
ne64_f1000_inc100,64,-1000.0,100,Otis,1.7500
ne64_f5000_inc10,64,-5000.0,10,HD,0.30000
ne64_f5000_inc10,64,-5000.0,10,FD,0.23000
ne64_f5000_inc10,64,-5000.0,10,CS,0.23000
ne64_f5000_inc10,64,-5000.0,10,Exact,0.21000
ne64_f5000_inc10,64,-5000.0,10,Otis,0.28000
ne64_f5000_inc50,64,-5000.0,50,HD,0.92000
ne64_f5000_inc50,64,-5000.0,50,FD,0.64000
ne64_f5000_inc50,64,-5000.0,50,CS,0.67000
ne64_f5000_inc50,64,-5000.0,50,Exact,0.63000
ne64_f5000_inc50,64,-5000.0,50,Otis,0.86000
ne64_f5000_inc100,64,-5000.0,100,HD,1.8800
ne64_f5000_inc100,64,-5000.0,100,FD,1.2900
ne64_f5000_inc100,64,-5000.0,100,CS,1.3300
ne64_f5000_inc100,64,-5000.0,100,Exact,1.2600
ne64_f5000_inc100,64,-5000.0,100,Otis,1.7200
ne1_f100_inc10,1,-100.0,10,HD,0.11000
ne1_f100_inc10,1,-100.0,10,FD,9.00000E-02
ne1_f100_inc10,1,-100.0,10,CS,9.00000E-02
ne1_f100_inc10,1,-100.0,10,Exact,0.10000
ne1_f100_inc10,1,-100.0,10,Otis,9.00000E-02
ne1_f100_inc25,1,-100.0,25,HD,0.19000
ne1_f100_inc25,1,-100.0,25,FD,0.19000
ne1_f100_inc25,1,-100.0,25,CS,0.18000
ne1_f100_inc25,1,-100.0,25,Exact,0.18000
ne1_f100_inc25,1,-100.0,25,Otis,0.19000
ne1_f100_inc50,1,-100.0,50,HD,0.35000
ne1_f100_inc50,1,-100.0,50,FD,0.35000
ne1_f100_inc50,1,-100.0,50,CS,0.36000
ne1_f100_inc50,1,-100.0,50,Exact,0.36000
ne1_f100_inc50,1,-100.0,50,Otis,0.35000
ne1_f100_inc100,1,-100.0,100,HD,0.73000
ne1_f100_inc100,1,-100.0,100,FD,0.72000
ne1_f100_inc100,1,-100.0,100,CS,0.74000
ne1_f100_inc100,1,-100.0,100,Exact,0.73000
ne1_f100_inc100,1,-100.0,100,Otis,0.75000
ne1_f500_inc10,1,-500.0,10,HD,0.12000
ne1_f500_inc10,1,-500.0,10,FD,0.13000
ne1_f500_inc10,1,-500.0,10,CS,0.13000
ne1_f500_inc10,1,-500.0,10,Exact,0.11000
ne1_f500_inc10,1,-500.0,10,Otis,0.13000
ne1_f500_inc25,1,-500.0,25,HD,0.19000
ne1_f500_inc25,1,-500.0,25,FD,0.20000
ne1_f500_inc25,1,-500.0,25,CS,0.19000
ne1_f500_inc25,1,-500.0,25,Exact,0.18000
ne1_f500_inc25,1,-500.0,25,Otis,0.19000
ne1_f500_inc50,1,-500.0,50,HD,0.36000
ne1_f500_inc50,1,-500.0,50,FD,0.35000
ne1_f500_inc50,1,-500.0,50,CS,0.36000
ne1_f500_inc50,1,-500.0,50,Exact,0.35000
ne1_f500_inc50,1,-500.0,50,Otis,0.37000
ne1_f500_inc100,1,-500.0,100,HD,0.77000
ne1_f500_inc100,1,-500.0,100,FD,0.74000
ne1_f500_inc100,1,-500.0,100,CS,0.78000
ne1_f500_inc100,1,-500.0,100,Exact,0.76000
ne1_f500_inc100,1,-500.0,100,Otis,0.76000
ne1_f1000_inc10,1,-1000.0,10,HD,0.13000
ne1_f1000_inc10,1,-1000.0,10,FD,0.12000
ne1_f1000_inc10,1,-1000.0,10,CS,0.13000
ne1_f1000_inc10,1,-1000.0,10,Exact,0.13000
