frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.1269525,-0.1269525,-0.12695251,-0.1269525,-0.1269525,0.0,1.4901161e-08,0.0,0.0
2,-0.25371554,-0.25371554,-0.25371474,-0.25371554,-0.25371554,0.0,8.046627e-07,0.0,0.0
3,-0.3801036,-0.3801036,-0.3801006,-0.3801036,-0.3801036,0.0,2.9802322e-06,0.0,0.0
4,-0.5059389,-0.5059389,-0.505939,-0.5059389,-0.5059389,0.0,1.1920929e-07,0.0,0.0
5,-0.6310483,-0.6310483,-0.63104856,-0.6310483,-0.6310483,0.0,2.3841858e-07,0.0,0.0
6,-0.7552738,-0.7552738,-0.75527424,-0.7552738,-0.7552738,0.0,4.172325e-07,0.0,0.0
7,-0.8784696,-0.8784696,-0.8784702,-0.8784696,-0.8784696,0.0,5.9604645e-07,0.0,0.0
8,-1.0005044,-1.0005044,-1.0005052,-1.0005044,-1.0005044,0.0,8.34465e-07,0.0,0.0
9,-1.1212626,-1.1212626,-1.1212636,-1.1212626,-1.1212626,0.0,1.0728836e-06,0.0,0.0
10,-1.2406437,-1.2406437,-1.240645,-1.2406437,-1.2406437,0.0,1.3113022e-06,0.0,0.0
11,-1.3585637,-1.3585637,-1.3585652,-1.3585637,-1.3585637,0.0,1.5497208e-06,0.0,0.0
12,-1.4749526,-1.4749526,-1.4749526,-1.4749526,-1.4749526,0.0,0.0,0.0,0.0
13,-1.5897555,-1.5897555,-1.5897555,-1.5897555,-1.5897555,0.0,0.0,0.0,0.0
14,-1.7029306,-1.7029306,-1.7029305,-1.7029306,-1.7029306,0.0,1.1920929e-07,0.0,0.0
15,-1.8144478,-1.8144478,-1.8144476,-1.8144478,-1.8144478,0.0,1.1920929e-07,0.0,0.0
16,-1.9242882,-1.9242882,-1.924288,-1.9242882,-1.9242882,0.0,1.1920929e-07,0.0,0.0
17,-2.0324426,-2.0324426,-2.0324423,-2.0324426,-2.0324426,0.0,2.3841858e-07,0.0,0.0
18,-2.13891,-2.13891,-2.13891,-2.13891,-2.13891,0.0,0.0,0.0,0.0
19,-2.2436974,-2.2436974,-2.2436972,-2.2436974,-2.2436974,0.0,2.3841858e-07,0.0,0.0
20,-2.3468149,-2.3468149,-2.3468165,-2.3468149,-2.3468149,0.0,1.66893e-06,0.0,0.0
21,-2.4482846,-2.4482846,-2.4482863,-2.4482846,-2.4482846,0.0,1.66893e-06,0.0,0.0
22,-2.5481267,-2.5481267,-2.5481281,-2.5481267,-2.5481267,0.0,1.4305115e-06,0.0,0.0
23,-2.6463668,-2.6463668,-2.646368,-2.6463668,-2.6463668,0.0,1.1920929e-06,0.0,0.0
24,-2.7430334,-2.7430334,-2.7430346,-2.7430334,-2.7430334,0.0,1.1920929e-06,0.0,0.0
25,-2.838157,-2.838157,-2.8381581,-2.838157,-2.838157,0.0,1.1920929e-06,0.0,0.0
26,-2.9317698,-2.9317698,-2.9317708,-2.9317698,-2.9317698,0.0,9.536743e-07,0.0,0.0
27,-3.0239055,-3.0239055,-3.0239065,-3.0239055,-3.0239055,0.0,9.536743e-07,0.0,0.0
28,-3.1145983,-3.1145983,-3.1145992,-3.1145983,-3.1145983,0.0,9.536743e-07,0.0,0.0
29,-3.2038827,-3.2038827,-3.2038834,-3.2038827,-3.2038827,0.0,7.1525574e-07,0.0,0.0
30,-3.2917936,-3.2917936,-3.2917943,-3.2917936,-3.2917936,0.0,7.1525574e-07,0.0,0.0
31,-3.3783655,-3.3783655,-3.3783662,-3.3783655,-3.3783655,0.0,7.1525574e-07,0.0,0.0
32,-3.4636335,-3.4636335,-3.463634,-3.4636335,-3.4636335,0.0,4.7683716e-07,0.0,0.0
33,-3.5476313,-3.5476313,-3.5476317,-3.5476313,-3.5476313,0.0,4.7683716e-07,0.0,0.0
34,-3.6303926,-3.6303926,-3.630393,-3.6303926,-3.6303926,0.0,4.7683716e-07,0.0,0.0
35,-3.7119505,-3.7119505,-3.711951,-3.7119505,-3.7119505,0.0,4.7683716e-07,0.0,0.0
36,-3.7923372,-3.7923372,-3.7923374,-3.7923372,-3.7923372,0.0,2.3841858e-07,0.0,0.0
37,-3.8715842,-3.8715842,-3.8715844,-3.8715842,-3.8715842,0.0,2.3841858e-07,0.0,0.0
38,-3.9497223,-3.9497223,-3.9497225,-3.9497223,-3.9497223,0.0,2.3841858e-07,0.0,0.0
39,-4.026781,-4.026781,-4.0267816,-4.026781,-4.026781,0.0,4.7683716e-07,0.0,0.0
40,-4.1027904,-4.1027904,-4.102791,-4.1027904,-4.1027904,0.0,4.7683716e-07,0.0,0.0
41,-4.177778,-4.177778,-4.1777782,-4.177778,-4.177778,0.0,4.7683716e-07,0.0,0.0
42,-4.251771,-4.251771,-4.251771,-4.251771,-4.251771,0.0,0.0,0.0,0.0
43,-4.3251452,-4.3251452,-4.324796,-4.3251452,-4.3251452,0.0,0.0003490448,0.0,0.0
44,-4.396879,-4.396879,-4.3968797,-4.396879,-4.396879,0.0,4.7683716e-07,0.0,0.0
45,-4.468073,-4.468073,-4.4680457,-4.468073,-4.468073,0.0,2.7179718e-05,0.0,0.0
46,-4.538618,-4.538618,-4.538318,-4.538618,-4.538618,0.0,0.00029993057,0.0,0.0
47,-4.6084123,-4.6084123,-4.6077213,-4.6084123,-4.6084123,0.0,0.00069093704,0.0,0.0
48,-4.6773696,-4.6773696,-4.6762767,-4.6773696,-4.6773696,0.0,0.0010929108,0.0,0.0
49,-4.745423,-4.745423,-4.7440066,-4.745423,-4.745423,0.0,0.0014162064,0.0,0.0
50,-4.812531,-4.812531,-4.8109317,-4.812531,-4.812531,0.0,0.0015993118,0.0,0.0
