frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15850662,-0.15850662,-0.15850638,-0.15850662,-0.15850662,0.0,2.3841858e-07,0.0,0.0
2,-0.31570098,-0.31570098,-0.315701,-0.31570098,-0.31570098,0.0,2.9802322e-08,0.0,0.0
3,-0.47038862,-0.47038862,-0.47038874,-0.47038862,-0.47038862,0.0,1.1920929e-07,0.0,0.0
4,-0.62158734,-0.62158734,-0.62158746,-0.62158734,-0.62158734,0.0,1.1920929e-07,0.0,0.0
5,-0.76856905,-0.76856905,-0.7685692,-0.76856905,-0.76856905,0.0,1.1920929e-07,0.0,0.0
6,-0.9108603,-0.9108603,-0.9108605,-0.9108603,-0.9108603,0.0,1.7881393e-07,0.0,0.0
7,-1.0482112,-1.0482112,-1.0482113,-1.0482112,-1.0482112,0.0,1.1920929e-07,0.0,0.0
8,-1.1805495,-1.1805495,-1.1805497,-1.1805495,-1.1805495,0.0,2.3841858e-07,0.0,0.0
9,-1.3079332,-1.3079332,-1.3079333,-1.3079332,-1.3079332,0.0,1.1920929e-07,0.0,0.0
10,-1.4305085,-1.4305085,-1.4305086,-1.4305085,-1.4305085,0.0,1.1920929e-07,0.0,0.0
