frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-1.3878067,-1.3878067,-1.3878068,-1.3878067,-1.3878067,0.0,1.1920929e-07,0.0,0.0
2,-2.5974493,-2.5974493,-2.5974302,-2.5974493,-2.5974493,0.0,1.9073486e-05,0.0,0.0
3,-3.6146698,-3.6146698,-3.6098168,-3.6146698,-3.6146698,0.0,0.00485301,0.0,0.0
4,-4.4680457,-4.4680457,-4.4680467,-4.4680457,-4.4680457,0.0,9.536743e-07,0.0,0.0
5,-5.212265,-5.212265,-5.212185,-5.212265,-5.212265,0.0,8.010864e-05,0.0,0.0
6,-5.870501,-5.870501,-5.870556,-5.870501,-5.870501,0.0,5.4836273e-05,0.0,0.0
7,-6.024169,-6.024169,-6.462545,-6.024169,-6.024169,0.0,0.43837595,0.0,0.0
8,-6.1738973,-6.1738973,-6.6018615,-6.1738973,-6.1738973,0.0,0.4279642,0.0,0.0
9,-6.39167,-6.39167,-6.7380667,-6.39167,-6.39167,0.0,0.34639645,0.0,0.0
10,-6.6011267,-6.6011267,-6.871318,-6.6011267,-6.6011267,0.0,0.2701912,0.0,0.0
11,-6.6532993,-6.6532993,-6.904181,-6.6532993,-6.6532993,0.0,0.25088167,0.0,0.0
12,-6.7042966,-6.7042966,-6.936876,-6.7042966,-6.7042966,0.0,0.23257923,0.0,0.0
13,-6.7800207,-6.7800207,-6.9693985,-6.7800207,-6.7800207,0.0,0.18937778,0.0,0.0
14,-6.8918767,-6.8918767,-7.001753,-6.8918767,-6.8918767,0.0,0.109876156,0.0,0.0
15,-6.9195285,-6.9195285,-7.033937,-6.9195285,-6.9195285,0.0,0.11440849,0.0,0.0
16,-6.946318,-6.946318,-7.065961,-6.946318,-6.946318,0.0,0.119642735,0.0,0.0
17,-6.98806,-6.98806,-7.0976663,-6.98806,-6.98806,0.0,0.109606266,0.0,0.0
18,-7.050005,-7.050005,-7.1056952,-7.050005,-7.050005,0.0,0.05569029,0.0,0.0
19,-7.0718718,-7.0718718,-7.1077414,-7.0718718,-7.0718718,0.0,0.0358696,0.0,0.0
20,-7.105339,-7.105339,-7.109725,-7.105339,-7.105339,0.0,0.004385948,0.0,0.0
21,-7.1274323,-7.1274323,-7.110469,-7.1274323,-7.1274323,0.0,0.016963482,0.0,0.0
22,-7.1279254,-7.1279254,-7.1115823,-7.1279254,-7.1279254,0.0,0.016343117,0.0,0.0
23,-7.1284184,-7.1284184,-7.112885,-7.1284184,-7.1284184,0.0,0.015533447,0.0,0.0
24,-7.129158,-7.129158,-7.113028,-7.129158,-7.129158,0.0,0.01612997,0.0,0.0
25,-7.1302676,-7.1302676,-7.113171,-7.1302676,-7.1302676,0.0,0.01709652,0.0,0.0
26,-7.131931,-7.131931,-7.113314,-7.131931,-7.131931,0.0,0.018616676,0.0,0.0
27,-7.1344247,-7.1344247,-7.1135287,-7.1344247,-7.1344247,0.0,0.020895958,0.0,0.0
28,-7.138163,-7.138163,-7.1138506,-7.138163,-7.138163,0.0,0.024312496,0.0,0.0
29,-7.143765,-7.143765,-7.114333,-7.143765,-7.143765,0.0,0.02943182,0.0,0.0
30,-7.152153,-7.152153,-7.115057,-7.152153,-7.152153,0.0,0.037096024,0.0,0.0
31,-7.164696,-7.164696,-7.1161423,-7.164696,-7.164696,0.0,0.048553944,0.0,0.0
32,-7.183398,-7.183398,-7.11777,-7.183398,-7.183398,0.0,0.065627575,0.0,0.0
33,-7.2115364,-7.2115364,-7.1202106,-7.2115364,-7.2115364,0.0,0.09132576,0.0,0.0
34,-7.2532935,-7.2532935,-7.123869,-7.2532935,-7.2532935,0.0,0.12942457,0.0,0.0
35,-7.293313,-7.293313,-7.129348,-7.293313,-7.293313,0.0,0.16396523,0.0,0.0
36,-7.331639,-7.331639,-7.137568,-7.331639,-7.331639,0.0,0.19407082,0.0,0.0
37,-7.3684006,-7.3684006,-7.1497364,-7.3684006,-7.3684006,0.0,0.21866417,0.0,0.0
38,-7.382752,-7.382752,-7.161629,-7.382752,-7.382752,0.0,0.22112274,0.0,0.0
39,,,-7.173494,,,,,,
40,,,-7.1852207,,,,,,
41,,,-7.1966677,,,,,,
42,,,-7.208088,,,,,,
43,,,-7.219432,,,,,,
44,,,-7.2304463,,,,,,
45,,,-7.2414365,,,,,,
46,,,-7.252401,,,,,,
47,,,-7.2683377,,,,,,
48,,,-7.2841706,,,,,,
49,,,-7.2996387,,,,,,
50,,,-7.322466,,,,,,
51,,,-7.3445706,,,,,,
52,,,-7.3663163,,,,,,
53,,,-7.382752,,,,,,
