frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.1587301,-0.1587301,,-0.15873022,-0.15873012,0.0,,1.1920929e-07,1.4901161e-08
2,-0.31746134,-0.31746143,,-0.31746128,-0.3174613,8.940697e-08,,5.9604645e-08,2.9802322e-08
3,-0.47619134,-0.47619128,,-0.47619146,-0.47619146,5.9604645e-08,,1.1920929e-07,1.1920929e-07
4,-0.6349204,-0.6349205,,-0.63492066,-0.6349205,5.9604645e-08,,2.3841858e-07,5.9604645e-08
5,-0.79364836,-0.79364866,,-0.79364854,-0.7936487,2.9802322e-07,,1.7881393e-07,3.5762787e-07
6,-0.95237505,-0.952375,,-0.9523751,-0.952375,5.9604645e-08,,5.9604645e-08,5.9604645e-08
7,-1.1111003,-1.1111002,,-1.1111004,-1.1111004,1.1920929e-07,,1.1920929e-07,1.1920929e-07
8,-1.2698172,-1.2698172,,-1.2698172,-1.2698172,0.0,,0.0,0.0
9,-1.4285371,-1.4285371,,-1.4285371,-1.4285371,0.0,,0.0,0.0
10,-1.5872545,-1.5872545,,-1.5872545,-1.5872545,0.0,,0.0,0.0
