frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15869866,-0.15869866,-0.15869907,-0.15869866,-0.15869866,0.0,4.0233135e-07,0.0,0.0
2,-0.3172083,-0.3172083,-0.31720817,-0.3172083,-0.3172083,0.0,1.1920929e-07,0.0,0.0
3,-0.47534275,-0.47534275,-0.47534454,-0.47534275,-0.47534275,0.0,1.7881393e-06,0.0,0.0
4,-0.6329219,-0.6329219,-0.6329245,-0.6329219,-0.6329219,0.0,2.6226044e-06,0.0,0.0
5,-0.789772,-0.789772,-0.78977555,-0.789772,-0.789772,0.0,3.5762787e-06,0.0,0.0
6,-0.9457288,-0.9457288,-0.94573325,-0.9457288,-0.9457288,0.0,4.4703484e-06,0.0,0.0
7,-1.100639,-1.100639,-1.1006441,-1.100639,-1.100639,0.0,5.1259995e-06,0.0,0.0
8,-1.2543676,-1.2543676,-1.2543672,-1.2543676,-1.2543676,0.0,3.5762787e-07,0.0,0.0
9,-1.4067752,-1.4067752,-1.4067749,-1.4067752,-1.4067752,0.0,3.5762787e-07,0.0,0.0
10,-1.5577466,-1.5577466,-1.5577528,-1.5577466,-1.5577466,0.0,6.198883e-06,0.0,0.0
