frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.1587301,-0.15873064,,-0.1587301,-0.15873073,5.364418e-07,,0.0,6.2584877e-07
2,-0.3174613,-0.31746137,,-0.31746128,-0.31746134,5.9604645e-08,,2.9802322e-08,2.9802322e-08
3,-0.4761911,-0.47619104,,-0.4761913,-0.4761912,5.9604645e-08,,2.0861626e-07,8.940697e-08
4,-0.6349201,-0.63492,,-0.63492006,-0.63492,1.1920929e-07,,5.9604645e-08,1.1920929e-07
5,-0.7936477,-0.7936477,,-0.7936475,-0.7936476,0.0,,1.7881393e-07,1.1920929e-07
6,-0.9523737,-0.9523738,,-0.9523738,-0.9523737,1.1920929e-07,,1.1920929e-07,0.0
7,-1.1110979,-1.1110977,,-1.1110977,-1.1110978,2.3841858e-07,,2.3841858e-07,1.1920929e-07
8,-1.2698135,-1.2698135,,-1.2698135,-1.2698135,0.0,,0.0,0.0
9,-1.4285319,-1.4285319,,-1.4285319,-1.4285319,0.0,,0.0,0.0
10,-1.5872474,-1.5872474,,-1.5872474,-1.5872474,0.0,,0.0,0.0
