frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15873007,-0.15873003,-0.009920616,-0.15872987,-0.15873003,4.4703484e-08,0.14880946,2.0861626e-07,4.4703484e-08
2,-0.3174605,-0.31746048,-0.019841775,-0.3174605,-0.3174605,2.9802322e-08,0.29761875,0.0,0.0
3,-0.47618842,-0.4761884,-0.022321709,-0.4761884,-0.47618842,2.9802322e-08,0.45386672,2.9802322e-08,0.0
4,-0.63491356,-0.63491356,-0.024801947,-0.6349136,-0.6349136,0.0,0.6101116,5.9604645e-08,5.9604645e-08
5,-0.79363513,-0.79363513,-0.027280945,-0.79363513,-0.7936351,0.0,0.7663542,0.0,5.9604645e-08
6,-0.952352,-0.952352,-0.029142836,-0.952352,-0.952352,0.0,0.92320913,0.0,0.0
7,-1.1110634,-1.1110634,-0.030535778,-1.1110634,-1.1110634,0.0,1.0805275,0.0,0.0
8,-1.2697622,-1.2697622,-0.03158453,-1.2697622,-1.2697622,0.0,1.2381777,0.0,0.0
9,-1.4284588,-1.4284588,-0.03184554,-1.4284588,-1.4284588,0.0,1.3966132,0.0,0.0
10,-1.5871471,-1.5871471,-0.03210678,-1.5871471,-1.5871471,0.0,1.5550404,0.0,0.0
11,,,-0.032367572,,,,,,
12,,,-0.032759987,,,,,,
13,,,-0.033152338,,,,,,
14,,,-0.033544526,,,,,,
15,,,-0.033937257,,,,,,
16,,,-0.0345242,,,,,,
17,,,-0.0345242,,,,,,
