frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15873027,-0.1587303,-0.009920815,-0.15873,-0.15873031,2.9802322e-08,0.14880945,2.682209e-07,4.4703484e-08
2,-0.31746086,-0.31746086,-0.01178094,-0.31746086,-0.31746086,0.0,0.30567992,0.0,0.0
3,-0.47618964,-0.4761896,-0.0136410305,-0.4761896,-0.47618958,2.9802322e-08,0.4625486,2.9802322e-08,5.9604645e-08
4,-0.6349165,-0.6349165,-0.015500712,-0.6349165,-0.6349165,0.0,0.61941576,0.0,0.0
5,-0.79364073,-0.79364073,-0.016895657,-0.79364073,-0.79364073,0.0,0.7767451,0.0,0.0
6,-0.95236176,-0.95236164,-0.01794194,-0.95236164,-0.95236176,1.1920929e-07,0.9344198,1.1920929e-07,0.0
7,-1.1110787,-1.1110787,-0.018727673,-1.1110789,-1.1110789,0.0,1.0923511,1.1920929e-07,1.1920929e-07
8,-1.2697852,-1.2697852,-0.019511353,-1.2697852,-1.2697852,0.0,1.2502738,0.0,0.0
9,-1.4284916,-1.4284916,-0.020100912,-1.4284916,-1.4284916,0.0,1.4083906,0.0,0.0
10,-1.587192,-1.587192,-0.02068833,-1.587192,-1.587192,0.0,1.5665038,0.0,0.0
11,,,-0.021129794,,,,,,
12,,,-0.021572387,,,,,,
13,,,-0.021682655,,,,,,
14,,,-0.021765187,,,,,,
15,,,-0.021847611,,,,,,
16,,,-0.021930255,,,,,,
17,,,-0.022013033,,,,,,
18,,,-0.022096101,,,,,,
19,,,-0.022179075,,,,,,
20,,,-0.02226191,,,,,,
21,,,-0.022323294,,,,,,
22,,,-0.022323294,,,,,,
