frame,u2_exact,u2_hd,u2_fd,u2_cs,u2_otis,err_hd,err_fd,err_cs,err_otis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.15872961,-0.15872961,-0.039682236,-0.15872961,-0.15872961,0.0,0.11904737,0.0,0.0
2,-0.31745666,-0.31745666,-0.07936353,-0.31745666,-0.31745666,0.0,0.23809314,0.0,0.0
3,-0.47617552,-0.47617552,-0.119061,-0.47617552,-0.47617552,0.0,0.35711452,0.0,0.0
4,-0.63488305,-0.63488305,-0.12898402,-0.63488305,-0.63488305,0.0,0.505899,0.0,0.0
5,-0.79357547,-0.79357547,-0.138866,-0.79357547,-0.79357547,0.0,0.65470946,0.0,0.0
6,-0.95224905,-0.95224905,-0.1463531,-0.95224905,-0.95224905,0.0,0.8058959,0.0,0.0
7,-1.1109,-1.1109,-0.1463531,-1.1109,-1.1109,0.0,0.9645469,0.0,0.0
8,-1.2695187,-1.2695187,,-1.2695187,-1.2695187,0.0,,0.0,0.0
9,-1.4281123,-1.4281123,,-1.4281123,-1.4281123,0.0,,0.0,0.0
10,-1.5866718,-1.5866718,,-1.5866718,-1.5866718,0.0,,0.0,0.0
